mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin
133	128	254	264	1.0		0	0	Chord	2/4	4	1	1/4		1/4	1	1754							139		
133	128	255	265	1.0		1/4	1/4	Chord	2/4	4	1	1/4		1/4	1	1755							142		
134	129	256	266	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1756							143		
134	129	513/2	533/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1757							143		
134	129	257	267	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1758							143		
134	129	515/2	535/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1759							143		
134	129	256	266	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1760							144		
134	129	513/2	533/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1761							144		
134	129	257	267	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1762							144		
134	129	515/2	535/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1763							144		
134	129	256	266	1.0		0	0	Chord	2/4	3	1	1/4		1/4	1	1764							141		
134	129	257	267	1.0		1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	1765							141		
134	129	256	266	1.0		0	0	Chord	2/4	4	1	1/4		1/4	1	1766							142		
134	129	257	267	1.0		1/4	1/4	Chord	2/4	4	1	1/4		1/4	1	1767							142		
135	130	258	268	0.0		0	0	StaffText	2/4	1	1	0							<i>cresc.</i>				143		
135	130	258	268	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1768							143		
135	130	517/2	537/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1769							143		
135	130	259	269	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1770							143		
135	130	519/2	539/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1771							143		
135	130	258	268	0.0		0	0	StaffText	2/4	2	1	0							<i>cresc.</i>				144		
135	130	258	268	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1772							144		
135	130	517/2	537/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1773							144		
135	130	259	269	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1774							144		
135	130	258	268	0.0		0	0	StaffText	2/4	3	1	0							<i>cresc.</i>						
135	130	258	268	1.0		0	0	Chord	2/4	3	1	1/4		1/4	1	1775									
135	130	259	269	1.0		1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	1776							145		
135	130	258	268	0.0		0	0	StaffText	2/4	4	1	0							<i>cresc.</i>				142		
135	130	258	268	1.0		0	0	Chord	2/4	4	1	1/4		1/4	1	1777							142		
135	130	259	269	1.0		1/4	1/4	Chord	2/4	4	1	1/4		1/4	1	1778							142		
136	131	260	270	0.0		0	0	Dynamic	2/4	1	1	0					p						143		
136	131	260	270	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1779							143		
136	131	521/2	541/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1780							143		
136	131	261	271	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1781							143		
136	131	523/2	543/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1782									
136	131	260	270	0.0		0	0	Dynamic	2/4	2	1	0					p						144		
136	131	260	270	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1783							144		
136	131	261	271	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1784									
136	131	260	270	0.0		0	0	Dynamic	2/4	3	1	0					p								
136	131	260	270	1.0		0	0	Chord	2/4	3	1	1/4		1/4	1	1785									
136	131	261	271	1.0		1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	1786									
136	131	260	270	0.0		0	0	Dynamic	2/4	4	1	0					p						142		
136	131	260	270	1.0		0	0	Chord	2/4	4	1	1/4		1/4	1	1787							142		
136	131	261	271	1.0		1/4	1/4	Chord	2/4	4	1	1/4		1/4	1	1788									
137	132	262	272	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1789									
137	132	262	272	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1790									
137	132	263	273	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1791							146		
137	132	262	272	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	1792									
137	132	525/2	545/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1793							147		
137	132	263	273	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1794							147		
137	132	527/2	547/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1795									
137	132	262	272	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	1796									
137	132	525/2	545/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	1797							148		
137	132	263	273	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1798							148		
137	132	527/2	547/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	1799									
138	133	266	276	0.0		1/2	1/2	StaffText	2/4	1	1	0							<i>cresc.</i>						
138	133	264	274	0.0		0	0	StaffText	2/4	2	1	0							<i>cresc.</i>				146		
138	133	264	274	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1800							146		
138	133	265	275	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1801									
138	133	264	274	0.0		0	0	StaffText	2/4	3	1	0							<i>cresc.</i>						
138	133	264	274	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	1802							149		
138	133	529/2	549/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1803							149		
138	133	265	275	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1804							149		
138	133	531/2	551/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1805							149		
138	133	264	274	0.0		0	0	StaffText	2/4	4	1	0							<i>cresc.</i>						
138	133	264	274	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	1806							150		
138	133	529/2	549/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	1807							150		
138	133	265	275	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1808							150		
138	133	531/2	551/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	1809							150		
139	134	267	277	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1810							151		
139	134	266	276	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1811									
139	134	266	276	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	1812							149		
139	134	533/2	553/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1813							149		
139	134	267	277	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1814							149		
139	134	535/2	555/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1815							149		
139	134	266	276	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	1816							150		
139	134	533/2	553/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	1817							150		
139	134	267	277	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1818							150		
139	134	535/2	555/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	1819							150		
140	135	268	278	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1820							151		
140	135	269	279	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1821							151		
140	135	268	278	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	1822							149		
140	135	537/2	557/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1823							149		
140	135	269	279	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1824							149		
140	135	539/2	559/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1825							149		
140	135	268	278	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	1826							150		
140	135	537/2	557/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	1827							150		
140	135	269	279	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1828							150		
140	135	539/2	559/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	1829							150		
141	136	270	280	0.0		0	0	StaffText	2/4	1	1	0							<i>dim.</i>						
141	136	270	280	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1830									
141	136	271	281	0.0		1/4	1/4	StaffText	2/4	2	1	0							<i>dim.</i>						
141	136	271	281	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1831							152		
141	136	270	280	0.0		0	0	StaffText	2/4	3	1	0							<i>dim.</i>				149		
141	136	270	280	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	1832							149		
141	136	541/2	561/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1833							149		
141	136	271	281	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1834							149		
141	136	543/2	563/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1835									
141	136	270	280	0.0		0	0	StaffText	2/4	4	1	0							<i>dim.</i>				150		
141	136	270	280	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	1836							150		
141	136	541/2	561/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	1837							150		
141	136	271	281	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1838							150		
141	136	543/2	563/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	1839									
142	137	272	282	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1840							152		
142	137	273	283	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1841							152		
142	137	272	282	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	1842							153		
142	137	545/2	565/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1843							153		
142	137	273	283	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1844							153		
142	137	547/2	567/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1845							153		
142	137	272	282	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	1846							154		
142	137	545/2	565/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	1847							154		
142	137	273	283	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1848							154		
142	137	547/2	567/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	1849							154		
143	138	275	285	0.0		1/4	1/4	StaffText	2/4	1	1	0							<i>cresc.</i>						
143	138	275	285	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1850							155		
143	138	274	284	0.0		0	0	StaffText	2/4	2	1	0							<i>cresc.</i>						
143	138	274	284	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1851									
143	138	275	285	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1852									
143	138	274	284	0.0		0	0	StaffText	2/4	3	1	0							<i>cresc.</i>				153		
143	138	274	284	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	1853							153		
143	138	549/2	569/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1854							153		
143	138	275	285	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1855							153		
143	138	551/2	571/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1856							153		
143	138	274	284	0.0		0	0	StaffText	2/4	4	1	0							<i>cresc.</i>				154		
143	138	274	284	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	1857							154		
143	138	549/2	569/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	1858							154		
143	138	275	285	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1859							154		
143	138	551/2	571/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	1860							154		
144	139	276	286	0.0		0	0	Dynamic	2/4	1	1	0					p						155		
144	139	276	286	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1861							155		
144	139	277	287	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1862									
144	139	276	286	0.0		0	0	Dynamic	2/4	2	1	0					p								
144	139	276	286	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1863							156		
144	139	277	287	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1864									
144	139	276	286	0.0		0	0	Dynamic	2/4	3	1	0					p						153		
144	139	276	286	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	1865							153		
144	139	553/2	573/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1866							153		
144	139	277	287	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1867							153		
144	139	555/2	575/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1868									
144	139	276	286	0.0		0	0	Dynamic	2/4	4	1	0					p						154		
144	139	276	286	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	1869							154		
144	139	553/2	573/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	1870							154		
144	139	277	287	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1871							154		
144	139	555/2	575/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	1872									
145	140	278	288	0.0		0	0	Dynamic	2/4	1	1	0					p								
145	140	278	288	0.0		0	0	StaffText	2/4	1	1	0							<i>cresc.</i>						
145	140	278	288	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	1873							157		
145	140	278	288	0.0		0	0	Dynamic	2/4	2	1	0					p								
145	140	278	288	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1874									
145	140	278	288	0.0		0	0	Dynamic	2/4	3	1	0					p								
145	140	278	288	0.0		0	0	StaffText	2/4	3	1	0							<i>cresc.</i>						
145	140	278	288	2.0		0	0	Chord	2/4	3	1	1/2		1/2	1	1875									
145	140	278	288	0.0		0	0	Dynamic	2/4	4	1	0					p								
145	140	278	288	0.0		0	0	StaffText	2/4	4	1	0							<i>cresc.</i>						
145	140	278	288	2.0		0	0	Chord	2/4	4	1	1/2		1/2	1	1876							158		
146	141	280	290	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	1877							157		
146	141	280	290	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	1878							159		
146	141	561/2	581/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1879							159		
146	141	281	291	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1880							159		
146	141	563/2	583/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1881									
146	141	280	290	2.0		0	0	Chord	2/4	4	1	1/2		1/2	1	1882							158		
147	142	282	292	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	1883							157		
147	142	282	292	2.0		0	0	Chord	2/4	3	1	1/2		1/2	1	1884									
147	142	282	292	2.0		0	0	Chord	2/4	4	1	1/2		1/2	1	1885							158		
148	143	284	294	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	1886									
148	143	284	294	0.0		0	0	StaffText	2/4	2	1	0							<i>cresc.</i>						
148	143	284	294	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1887							160		
148	143	569/2	589/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1888							160		
148	143	285	295	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1889							160		
148	143	571/2	591/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1890							160		
148	143	284	294	2.0		0	0	Chord	2/4	3	1	1/2		1/2	1	1891									
148	143	284	294	2.0		0	0	Chord	2/4	4	1	1/2		1/2	1	1892									
149	144	286	296	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1893							161		
149	144	573/2	593/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1894							161		
149	144	287	297	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1895							161		
149	144	575/2	595/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1896							161		
149	144	286	296	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1897							160		
149	144	573/2	593/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1898							160		
149	144	287	297	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1899							160		
149	144	575/2	595/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1900									
149	144	286	296	1.0		0	0	Chord	2/4	3	1	1/4		1/4	1	1901									
149	144	287	297	1.0		1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	1902									
149	144	286	296	2.0		0	0	Chord	2/4	4	1	1/2		1/2	1	1903									
150	145	288	298	0.0		0	0	Spanner	2/4	1	1	0											161		41
150	145	288	298	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1904							161		41
150	145	577/2	597/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1905							161		41
150	145	289	299	0.0		1/4	1/4	Spanner	2/4	1	1	0											161		
150	145	289	299	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1906							161		
150	145	579/2	599/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1907									
150	145	288	298	0.0		0	0	Spanner	2/4	2	1	0													42
150	145	288	298	2.0		0	0	Chord	2/4	2	1	1/2		1/2	1	1908									42
150	145	288	298	0.0		0	0	Spanner	2/4	3	1	0													43
150	145	288	298	2.0		0	0	Chord	2/4	3	1	1/2		1/2	1	1909									43
150	145	288	298	0.0		0	0	Spanner	2/4	4	1	0													44
150	145	288	298	2.0		0	0	Chord	2/4	4	1	1/2		1/2	1	1910									44
151	146	290	300	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1911							162		
151	146	581/2	601/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1912							162		
151	146	291	301	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1913									
151	146	290	300	0.0		0	0	Dynamic	2/4	2	1	0					p								
151	146	290	300	0.0		0	0	Spanner	2/4	2	1	0													
151	146	290	300	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1914							163		
151	146	291	301	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1915									
151	146	290	300	0.0		0	0	Dynamic	2/4	3	1	0					p								
151	146	290	300	0.0		0	0	Dynamic	2/4	3	1	0					p								
151	146	290	300	0.0		0	0	Spanner	2/4	3	1	0													
151	146	290	300	1.0		0	0	Chord	2/4	3	1	1/4		1/4	1	1916							164		
151	146	291	301	1.0		1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	1917									
151	146	290	300	0.0		0	0	Dynamic	2/4	4	1	0					p								
151	146	290	300	0.0		0	0	Spanner	2/4	4	1	0													
151	146	290	300	1.0		0	0	Chord	2/4	4	1	1/4		1/4	1	1918							165		
151	146	291	301	1.0		1/4	1/4	Chord	2/4	4	1	1/4		1/4	1	1919									
152	147	292	302	0.0		0	0	Dynamic	2/4	1	1	0					pp								
152	147	292	302	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1920							166		
152	147	293	303	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1921									
152	147	292	302	0.0		0	0	Dynamic	2/4	2	1	0					pp								
152	147	292	302	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1922							167		
152	147	585/2	605/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1923									
152	147	293	303	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1924									
152	147	292	302	0.0		0	0	Dynamic	2/4	3	1	0					pp								
152	147	292	302	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	1925							168		
152	147	585/2	605/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1926									
152	147	293	303	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1927									
153	148	294	304	0.0		0	0	StaffText	2/4	1	1	0							<i>cresc.</i>						
153	148	294	304	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	1928							169		
153	148	294	304	0.0		0	0	StaffText	2/4	4	1	0							<i>cresc.</i>						
153	148	294	304	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	1929							170		
153	148	589/2	609/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	1930							170		
153	148	295	305	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1931							170		
153	148	591/2	611/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	1932							170		
154	149	296	306	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	1933							169		
154	149	296	306	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	1934							170		
154	149	593/2	613/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	1935							170		
154	149	297	307	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1936							170		
154	149	595/2	615/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	1937									
155	150	298	308	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	1938							169		
155	150	299	309	0.0		1/4	1/4	StaffText	2/4	2	1	0							<i>cresc.</i>						
155	150	299	309	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1939									
155	150	298	308	0.0		0	0	StaffText	2/4	3	1	0							<i>cresc.</i>						
155	150	298	308	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	1940							171		
155	150	597/2	617/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1941							171		
155	150	299	309	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1942							171		
155	150	599/2	619/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1943							171		
155	150	298	308	1.0		0	0	Chord	2/4	4	1	1/4		1/4	1	1944							172		
155	150	299	309	1.0		1/4	1/4	Chord	2/4	4	1	1/4		1/4	1	1945							172		
156	151	300	310	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	1946							169		
156	151	300	310	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1947							173		
156	151	301	311	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1948									
156	151	300	310	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	1949							171		
156	151	601/2	621/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1950							171		
156	151	301	311	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1951							171		
156	151	603/2	623/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1952									
156	151	300	310	1.0		0	0	Chord	2/4	4	1	1/4		1/4	1	1953							172		
156	151	301	311	1.0		1/4	1/4	Chord	2/4	4	1	1/4		1/4	1	1954									
157	152	302	312	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	1955									
157	152	302	312	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1956							174		
157	152	605/2	625/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1957							174		
157	152	303	313	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1958							174		
157	152	607/2	627/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1959							174		
157	152	302	312	2.0		0	0	Chord	2/4	3	1	1/2		1/2	1	1960									
157	152	302	312	2.0		0	0	Chord	2/4	4	1	1/2		1/2	1	1961									
158	153	304	314	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1962							175		
158	153	609/2	629/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1963							175		
158	153	305	315	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1964							175		
158	153	611/2	631/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1965							175		
158	153	304	314	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1966							174		
158	153	609/2	629/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1967							174		
158	153	305	315	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1968							174		
158	153	611/2	631/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1969									
158	153	304	314	1.0		0	0	Chord	2/4	3	1	1/4		1/4	1	1970									
158	153	305	315	1.0		1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	1971									
158	153	304	314	2.0		0	0	Chord	2/4	4	1	1/2		1/2	1	1972									
159	154	306	316	0.0		0	0	Spanner	2/4	1	1	0											175		45
159	154	306	316	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1973							175		45
159	154	613/2	633/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1974							175		45
159	154	307	317	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1975							175		45
159	154	615/2	635/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1976									45
159	154	306	316	0.0		0	0	Spanner	2/4	2	1	0													46
159	154	306	316	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1977							176		46
159	154	307	317	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1978							176		46
159	154	306	316	0.0		0	0	Spanner	2/4	3	1	0													47
159	154	306	316	2.0		0	0	Chord	2/4	3	1	1/2		1/2	1	1979									47
159	154	306	316	0.0		0	0	Spanner	2/4	4	1	0													48
159	154	306	316	2.0		0	0	Chord	2/4	4	1	1/2		1/2	1	1980									48
160	155	308	318	0.0		0	0	Dynamic	2/4	1	1	0					p								
160	155	308	318	0.0		0	0	Spanner	2/4	1	1	0													
160	155	308	318	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1981							177		
160	155	617/2	637/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1982							177		
160	155	309	319	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1983									
160	155	308	318	0.0		0	0	Dynamic	2/4	2	1	0					p						176		
160	155	308	318	0.0		0	0	Spanner	2/4	2	1	0											176		
160	155	308	318	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1984							176		
160	155	309	319	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1985									
160	155	308	318	0.0		0	0	Dynamic	2/4	3	1	0					p								
160	155	308	318	0.0		0	0	Spanner	2/4	3	1	0													
160	155	308	318	1.0		0	0	Chord	2/4	3	1	1/4		1/4	1	1986							178		
160	155	309	319	1.0		1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	1987									
160	155	308	318	0.0		0	0	Dynamic	2/4	4	1	0					p								
160	155	308	318	0.0		0	0	Spanner	2/4	4	1	0													
160	155	308	318	1.0		0	0	Chord	2/4	4	1	1/4		1/4	1	1988							179		
160	155	309	319	1.0		1/4	1/4	Chord	2/4	4	1	1/4		1/4	1	1989									
161	156	310	320	0.0		0	0	Spanner	2/4	1	1	0													49
161	156	310	320	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1990							180		49
161	156	621/2	641/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1991							180		49
161	156	311	321	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1992							180		49
161	156	623/2	643/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1993									49
161	156	311	321	0.0		1/4	1/4	Spanner	2/4	2	1	0													50
161	156	311	321	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1994							181		50
