mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	tempo	qpm	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin
112	111	893/4	893/4	0.1875	5/16	5/16	Chord	2/4	4	1	3/64			1/32	3/2	2982		articStaccatoBelow								
112	111	3575/16	3575/16	0.0625	23/64	23/64	Chord	2/4	4	1	1/64			1/64	1	2983		articStaccatoBelow								
112	111	447/2	447/2	0.25	3/8	3/8	Chord	2/4	4	1	1/16			1/16	1	2984										
112	111	895/4	895/4	0.0	7/16	7/16	Chord	2/4	4	1	0	grace16		1/16	1	2985										
112	111	895/4	895/4	0.0	7/16	7/16	Chord	2/4	4	1	0	grace16		1/16	1	2986										
112	111	895/4	895/4	0.1875	7/16	7/16	Chord	2/4	4	1	3/64			1/32	3/2	2987		articStaccatoBelow								
112	111	3583/16	3583/16	0.0625	31/64	31/64	Chord	2/4	4	1	1/64			1/64	1	2988		articStaccatoBelow								
113	112	224	224	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	2989										
113	112	1795/8	1795/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32			1/32	1	2990										
113	112	1797/8	1797/8	0.0625	5/32	5/32	Chord	2/4	1	1	1/64			1/64	1	2991								537		
113	112	3595/16	3595/16	0.0625	11/64	11/64	Chord	2/4	1	1	1/64			1/64	1	2992										
113	112	899/4	899/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32			1/32	1	2993		articStaccatoAbove								
113	112	1799/8	1799/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32			1/32	1	2994		articStaccatoAbove								
113	112	1801/8	1801/8	0.0625	9/32	9/32	Chord	2/4	1	1	1/64			1/64	1	2995								538		
113	112	3603/16	3603/16	0.0625	19/64	19/64	Chord	2/4	1	1	1/64			1/64	1	2996										
113	112	901/4	901/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32			1/32	1	2997		articStaccatoAbove								
113	112	1803/8	1803/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32			1/32	1	2998		articStaccatoAbove								
113	112	1805/8	1805/8	0.0625	13/32	13/32	Chord	2/4	1	1	1/64			1/64	1	2999								539		
113	112	3611/16	3611/16	0.0625	27/64	27/64	Chord	2/4	1	1	1/64			1/64	1	3000										
113	112	903/4	903/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32			1/32	1	3001		articStaccatoAbove								
113	112	1807/8	1807/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	3002		articStaccatoAbove								
113	112	224	224	0.25	0	0	Chord	2/4	2	1	1/16			1/16	1	3003										
113	112	449/2	449/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	3004								540		
113	112	225	225	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	3005								540		
113	112	451/2	451/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	3006										
113	112	224	224	0.25	0	0	Chord	2/4	3	1	1/16			1/16	1	3007										
113	112	449/2	449/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8			1/8	1	3008								541		
113	112	225	225	0.5	1/4	1/4	Chord	2/4	3	1	1/8			1/8	1	3009								541		
113	112	451/2	451/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8			1/8	1	3010										
113	112	224	224	0.25	0	0	Chord	2/4	4	1	1/16			1/16	1	3011										
114	113	226	226	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	3012										
114	113	453/2	453/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	3013								542		
114	113	227	227	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	3014								542		
114	113	455/2	455/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	3015										
114	113	226	226	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	3016								543		
114	113	453/2	453/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	3017								543		
114	113	227	227	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	3018										
114	113	455/2	455/2	0.375	3/8	3/8	Chord	2/4	2	1	3/32			1/16	3/2	3019								544		
114	113	1823/8	1823/8	0.125	15/32	15/32	Chord	2/4	2	1	1/32			1/32	1	3020										
114	113	226	226	0.5	0	0	Chord	2/4	3	1	1/8			1/8	1	3021								545		
114	113	453/2	453/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8			1/8	1	3022								545		
114	113	227	227	0.5	1/4	1/4	Chord	2/4	3	1	1/8			1/8	1	3023								545		
114	113	455/2	455/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8			1/8	1	3024										
114	113	1811/8	1811/8	0.125	3/32	3/32	Chord	2/4	4	1	1/32			1/32	1	3025										
114	113	1813/8	1813/8	0.0625	5/32	5/32	Chord	2/4	4	1	1/64			1/64	1	3026								546		
114	113	3627/16	3627/16	0.0625	11/64	11/64	Chord	2/4	4	1	1/64			1/64	1	3027										
114	113	907/4	907/4	0.125	3/16	3/16	Chord	2/4	4	1	1/32			1/32	1	3028		articStaccatoBelow								
114	113	1815/8	1815/8	0.125	7/32	7/32	Chord	2/4	4	1	1/32			1/32	1	3029		articStaccatoBelow								
114	113	1817/8	1817/8	0.0625	9/32	9/32	Chord	2/4	4	1	1/64			1/64	1	3030								547		
114	113	3635/16	3635/16	0.0625	19/64	19/64	Chord	2/4	4	1	1/64			1/64	1	3031										
114	113	909/4	909/4	0.125	5/16	5/16	Chord	2/4	4	1	1/32			1/32	1	3032		articStaccatoBelow								
114	113	1819/8	1819/8	0.125	11/32	11/32	Chord	2/4	4	1	1/32			1/32	1	3033		articStaccatoBelow								
114	113	1821/8	1821/8	0.0625	13/32	13/32	Chord	2/4	4	1	1/64			1/64	1	3034								548		
114	113	3643/16	3643/16	0.0625	27/64	27/64	Chord	2/4	4	1	1/64			1/64	1	3035										
114	113	911/4	911/4	0.125	7/16	7/16	Chord	2/4	4	1	1/32			1/32	1	3036		articStaccatoBelow								
114	113	1823/8	1823/8	0.125	15/32	15/32	Chord	2/4	4	1	1/32			1/32	1	3037		articStaccatoBelow								
115	114	228	228	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	3038										
115	114	457/2	457/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	3039										
115	114	229	229	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	3040								549		
115	114	459/2	459/2	0.375	3/8	3/8	Chord	2/4	1	1	3/32			1/16	3/2	3041								549		
115	114	1839/8	1839/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	3042										
115	114	228	228	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	3043								550		
115	114	457/2	457/2	0.375	1/8	1/8	Chord	2/4	2	1	3/32			1/16	3/2	3044								550		
115	114	1831/8	1831/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32			1/32	1	3045								550		
115	114	229	229	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	3046								550		
115	114	459/2	459/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	3047										
115	114	228	228	0.08333333333333333	0	0	Chord	2/4	3	1	1/48			1/32	2/3	3048								551		
115	114	2737/12	2737/12	0.08333333333333333	1/48	1/48	Chord	2/4	3	1	1/48			1/32	2/3	3049								551		
115	114	1369/6	1369/6	0.08333333333333333	1/24	1/24	Chord	2/4	3	1	1/48			1/32	2/3	3050								551		
115	114	913/4	913/4	0.08333333333333333	1/16	1/16	Chord	2/4	3	1	1/48			1/32	2/3	3051								551		
115	114	685/3	685/3	0.08333333333333333	1/12	1/12	Chord	2/4	3	1	1/48			1/32	2/3	3052								551		
115	114	2741/12	2741/12	0.08333333333333333	5/48	5/48	Chord	2/4	3	1	1/48			1/32	2/3	3053								551		
115	114	457/2	457/2	0.08333333333333333	1/8	1/8	Chord	2/4	3	1	1/48			1/32	2/3	3054								551		
115	114	2743/12	2743/12	0.08333333333333333	7/48	7/48	Chord	2/4	3	1	1/48			1/32	2/3	3055								551		
115	114	686/3	686/3	0.08333333333333333	1/6	1/6	Chord	2/4	3	1	1/48			1/32	2/3	3056								551		
115	114	915/4	915/4	0.08333333333333333	3/16	3/16	Chord	2/4	3	1	1/48			1/32	2/3	3057								551		
115	114	1373/6	1373/6	0.08333333333333333	5/24	5/24	Chord	2/4	3	1	1/48			1/32	2/3	3058								551		
115	114	2747/12	2747/12	0.08333333333333333	11/48	11/48	Chord	2/4	3	1	1/48			1/32	2/3	3059										
115	114	229	229	0.08333333333333333	1/4	1/4	Chord	2/4	3	1	1/48			1/32	2/3	3060								552		
115	114	2749/12	2749/12	0.08333333333333333	13/48	13/48	Chord	2/4	3	1	1/48			1/32	2/3	3061								552		
115	114	1375/6	1375/6	0.08333333333333333	7/24	7/24	Chord	2/4	3	1	1/48			1/32	2/3	3062								552		
115	114	917/4	917/4	0.08333333333333333	5/16	5/16	Chord	2/4	3	1	1/48			1/32	2/3	3063								552		
115	114	688/3	688/3	0.08333333333333333	1/3	1/3	Chord	2/4	3	1	1/48			1/32	2/3	3064								552		
115	114	2753/12	2753/12	0.08333333333333333	17/48	17/48	Chord	2/4	3	1	1/48			1/32	2/3	3065								552		
115	114	459/2	459/2	0.08333333333333333	3/8	3/8	Chord	2/4	3	1	1/48			1/32	2/3	3066								552		
115	114	2755/12	2755/12	0.08333333333333333	19/48	19/48	Chord	2/4	3	1	1/48			1/32	2/3	3067								552		
115	114	689/3	689/3	0.08333333333333333	5/12	5/12	Chord	2/4	3	1	1/48			1/32	2/3	3068								552		
115	114	919/4	919/4	0.08333333333333333	7/16	7/16	Chord	2/4	3	1	1/48			1/32	2/3	3069								552		
115	114	1379/6	1379/6	0.08333333333333333	11/24	11/24	Chord	2/4	3	1	1/48			1/32	2/3	3070								552		
115	114	2759/12	2759/12	0.08333333333333333	23/48	23/48	Chord	2/4	3	1	1/48			1/32	2/3	3071										
115	114	228	228	0.125	0	0	Chord	2/4	4	1	1/32			1/32	1	3072		articStaccatoBelow								
115	114	1825/8	1825/8	0.0	1/32	1/32	StaffText	2/4	4	1	0								<i>sempre stacc.</i>							
115	114	1825/8	1825/8	0.125	1/32	1/32	Chord	2/4	4	1	1/32			1/32	1	3073		articStaccatoBelow								
115	114	913/4	913/4	0.125	1/16	1/16	Chord	2/4	4	1	1/32			1/32	1	3074		articStaccatoBelow								
115	114	1827/8	1827/8	0.125	3/32	3/32	Chord	2/4	4	1	1/32			1/32	1	3075		articStaccatoBelow								
115	114	457/2	457/2	0.125	1/8	1/8	Chord	2/4	4	1	1/32			1/32	1	3076										
115	114	1829/8	1829/8	0.125	5/32	5/32	Chord	2/4	4	1	1/32			1/32	1	3077										
115	114	915/4	915/4	0.125	3/16	3/16	Chord	2/4	4	1	1/32			1/32	1	3078										
115	114	1831/8	1831/8	0.125	7/32	7/32	Chord	2/4	4	1	1/32			1/32	1	3079										
115	114	229	229	0.125	1/4	1/4	Chord	2/4	4	1	1/32			1/32	1	3080										
115	114	1833/8	1833/8	0.125	9/32	9/32	Chord	2/4	4	1	1/32			1/32	1	3081										
115	114	917/4	917/4	0.125	5/16	5/16	Chord	2/4	4	1	1/32			1/32	1	3082										
115	114	1835/8	1835/8	0.125	11/32	11/32	Chord	2/4	4	1	1/32			1/32	1	3083										
115	114	459/2	459/2	0.125	3/8	3/8	Chord	2/4	4	1	1/32			1/32	1	3084										
115	114	1837/8	1837/8	0.125	13/32	13/32	Chord	2/4	4	1	1/32			1/32	1	3085										
115	114	919/4	919/4	0.125	7/16	7/16	Chord	2/4	4	1	1/32			1/32	1	3086										
115	114	1839/8	1839/8	0.125	15/32	15/32	Chord	2/4	4	1	1/32			1/32	1	3087										
116	115	230	230	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	3088										
116	115	231	231	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	3089								553		
116	115	463/2	463/2	0.375	3/8	3/8	Chord	2/4	1	1	3/32			1/16	3/2	3090								553		
116	115	1855/8	1855/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	3091										
116	115	230	230	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	3092								554		
116	115	461/2	461/2	0.375	1/8	1/8	Chord	2/4	2	1	3/32			1/16	3/2	3093								554		
116	115	1847/8	1847/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32			1/32	1	3094								554		
116	115	231	231	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	3095								554		
116	115	463/2	463/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	3096										
116	115	230	230	0.08333333333333333	0	0	Chord	2/4	3	1	1/48			1/32	2/3	3097								555		
116	115	2761/12	2761/12	0.08333333333333333	1/48	1/48	Chord	2/4	3	1	1/48			1/32	2/3	3098								555		
116	115	1381/6	1381/6	0.08333333333333333	1/24	1/24	Chord	2/4	3	1	1/48			1/32	2/3	3099								555		
116	115	921/4	921/4	0.08333333333333333	1/16	1/16	Chord	2/4	3	1	1/48			1/32	2/3	3100								555		
116	115	691/3	691/3	0.08333333333333333	1/12	1/12	Chord	2/4	3	1	1/48			1/32	2/3	3101								555		
116	115	2765/12	2765/12	0.08333333333333333	5/48	5/48	Chord	2/4	3	1	1/48			1/32	2/3	3102								555		
116	115	461/2	461/2	0.08333333333333333	1/8	1/8	Chord	2/4	3	1	1/48			1/32	2/3	3103								555		
116	115	2767/12	2767/12	0.08333333333333333	7/48	7/48	Chord	2/4	3	1	1/48			1/32	2/3	3104								555		
116	115	692/3	692/3	0.08333333333333333	1/6	1/6	Chord	2/4	3	1	1/48			1/32	2/3	3105								555		
116	115	923/4	923/4	0.08333333333333333	3/16	3/16	Chord	2/4	3	1	1/48			1/32	2/3	3106								555		
116	115	1385/6	1385/6	0.08333333333333333	5/24	5/24	Chord	2/4	3	1	1/48			1/32	2/3	3107								555		
116	115	2771/12	2771/12	0.08333333333333333	11/48	11/48	Chord	2/4	3	1	1/48			1/32	2/3	3108										
116	115	231	231	0.08333333333333333	1/4	1/4	Chord	2/4	3	1	1/48			1/32	2/3	3109								556		
116	115	2773/12	2773/12	0.08333333333333333	13/48	13/48	Chord	2/4	3	1	1/48			1/32	2/3	3110								556		
116	115	1387/6	1387/6	0.08333333333333333	7/24	7/24	Chord	2/4	3	1	1/48			1/32	2/3	3111								556		
116	115	925/4	925/4	0.08333333333333333	5/16	5/16	Chord	2/4	3	1	1/48			1/32	2/3	3112								556		
116	115	694/3	694/3	0.08333333333333333	1/3	1/3	Chord	2/4	3	1	1/48			1/32	2/3	3113								556		
116	115	2777/12	2777/12	0.08333333333333333	17/48	17/48	Chord	2/4	3	1	1/48			1/32	2/3	3114								556		
116	115	463/2	463/2	0.08333333333333333	3/8	3/8	Chord	2/4	3	1	1/48			1/32	2/3	3115								556		
116	115	2779/12	2779/12	0.08333333333333333	19/48	19/48	Chord	2/4	3	1	1/48			1/32	2/3	3116								556		
116	115	695/3	695/3	0.08333333333333333	5/12	5/12	Chord	2/4	3	1	1/48			1/32	2/3	3117								556		
116	115	927/4	927/4	0.08333333333333333	7/16	7/16	Chord	2/4	3	1	1/48			1/32	2/3	3118								556		
116	115	1391/6	1391/6	0.08333333333333333	11/24	11/24	Chord	2/4	3	1	1/48			1/32	2/3	3119								556		
116	115	2783/12	2783/12	0.08333333333333333	23/48	23/48	Chord	2/4	3	1	1/48			1/32	2/3	3120										
116	115	230	230	0.125	0	0	Chord	2/4	4	1	1/32			1/32	1	3121										
116	115	1841/8	1841/8	0.125	1/32	1/32	Chord	2/4	4	1	1/32			1/32	1	3122										
116	115	921/4	921/4	0.125	1/16	1/16	Chord	2/4	4	1	1/32			1/32	1	3123										
116	115	1843/8	1843/8	0.125	3/32	3/32	Chord	2/4	4	1	1/32			1/32	1	3124										
116	115	461/2	461/2	0.125	1/8	1/8	Chord	2/4	4	1	1/32			1/32	1	3125										
116	115	1845/8	1845/8	0.125	5/32	5/32	Chord	2/4	4	1	1/32			1/32	1	3126										
116	115	923/4	923/4	0.125	3/16	3/16	Chord	2/4	4	1	1/32			1/32	1	3127										
116	115	1847/8	1847/8	0.125	7/32	7/32	Chord	2/4	4	1	1/32			1/32	1	3128										
116	115	231	231	0.125	1/4	1/4	Chord	2/4	4	1	1/32			1/32	1	3129										
116	115	1849/8	1849/8	0.125	9/32	9/32	Chord	2/4	4	1	1/32			1/32	1	3130										
116	115	925/4	925/4	0.125	5/16	5/16	Chord	2/4	4	1	1/32			1/32	1	3131										
116	115	1851/8	1851/8	0.125	11/32	11/32	Chord	2/4	4	1	1/32			1/32	1	3132										
116	115	463/2	463/2	0.125	3/8	3/8	Chord	2/4	4	1	1/32			1/32	1	3133										
116	115	1853/8	1853/8	0.125	13/32	13/32	Chord	2/4	4	1	1/32			1/32	1	3134										
116	115	927/4	927/4	0.125	7/16	7/16	Chord	2/4	4	1	1/32			1/32	1	3135										
116	115	1855/8	1855/8	0.125	15/32	15/32	Chord	2/4	4	1	1/32			1/32	1	3136										
117	116	232	232	0.0	0	0	SystemText	2/4	1	1	0									<i>molto espressivo</i>						
117	116	232	232	0.0	0	0	SystemText	2/4	1	1	0									<i>molto espressivo</i>						
117	116	232	232	0.875	0	0	Chord	2/4	1	1	7/32			1/8	7/4	3137								557		
117	116	1863/8	1863/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32			1/32	1	3138										
117	116	233	233	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	3139								558		
117	116	467/2	467/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	3140								558		
117	116	935/4	935/4	0.0	7/16	7/16	Chord	2/4	1	1	0	grace16after		1/16	1	3141										
117	116	935/4	935/4	0.0	7/16	7/16	Chord	2/4	1	1	0	grace16after		1/16	1	3142										
117	116	935/4	935/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	3143		ornamentTrill								
117	116	232	232	0.875	0	0	Chord	2/4	2	1	7/32			1/8	7/4	3144								559		
117	116	1863/8	1863/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32			1/32	1	3145										
117	116	233	233	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	3146								560		
117	116	467/2	467/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	3147								560		
117	116	935/4	935/4	0.0	7/16	7/16	Chord	2/4	2	1	0	grace16after		1/16	1	3148										
117	116	935/4	935/4	0.0	7/16	7/16	Chord	2/4	2	1	0	grace16after		1/16	1	3149										
117	116	935/4	935/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	3150		ornamentTrill								
117	116	232	232	0.08333333333333333	0	0	Chord	2/4	3	1	1/48			1/32	2/3	3151								561		
117	116	2785/12	2785/12	0.08333333333333333	1/48	1/48	Chord	2/4	3	1	1/48			1/32	2/3	3152								561		
117	116	1393/6	1393/6	0.08333333333333333	1/24	1/24	Chord	2/4	3	1	1/48			1/32	2/3	3153								561		
117	116	929/4	929/4	0.08333333333333333	1/16	1/16	Chord	2/4	3	1	1/48			1/32	2/3	3154								561		
117	116	697/3	697/3	0.08333333333333333	1/12	1/12	Chord	2/4	3	1	1/48			1/32	2/3	3155								561		
117	116	2789/12	2789/12	0.08333333333333333	5/48	5/48	Chord	2/4	3	1	1/48			1/32	2/3	3156										
117	116	465/2	465/2	0.08333333333333333	1/8	1/8	Chord	2/4	3	1	1/48			1/32	2/3	3157								562		
117	116	2791/12	2791/12	0.08333333333333333	7/48	7/48	Chord	2/4	3	1	1/48			1/32	2/3	3158								562		
117	116	698/3	698/3	0.08333333333333333	1/6	1/6	Chord	2/4	3	1	1/48			1/32	2/3	3159								562		
117	116	931/4	931/4	0.08333333333333333	3/16	3/16	Chord	2/4	3	1	1/48			1/32	2/3	3160								562		
117	116	1397/6	1397/6	0.08333333333333333	5/24	5/24	Chord	2/4	3	1	1/48			1/32	2/3	3161								562		
117	116	2795/12	2795/12	0.08333333333333333	11/48	11/48	Chord	2/4	3	1	1/48			1/32	2/3	3162										
117	116	233	233	0.08333333333333333	1/4	1/4	Chord	2/4	3	1	1/48			1/32	2/3	3163								563		
117	116	2797/12	2797/12	0.08333333333333333	13/48	13/48	Chord	2/4	3	1	1/48			1/32	2/3	3164								563		
117	116	1399/6	1399/6	0.08333333333333333	7/24	7/24	Chord	2/4	3	1	1/48			1/32	2/3	3165								563		
117	116	933/4	933/4	0.08333333333333333	5/16	5/16	Chord	2/4	3	1	1/48			1/32	2/3	3166								563		
117	116	700/3	700/3	0.08333333333333333	1/3	1/3	Chord	2/4	3	1	1/48			1/32	2/3	3167								563		
117	116	2801/12	2801/12	0.08333333333333333	17/48	17/48	Chord	2/4	3	1	1/48			1/32	2/3	3168										
117	116	467/2	467/2	0.08333333333333333	3/8	3/8	Chord	2/4	3	1	1/48			1/32	2/3	3169								564		
117	116	2803/12	2803/12	0.08333333333333333	19/48	19/48	Chord	2/4	3	1	1/48			1/32	2/3	3170								564		
117	116	701/3	701/3	0.08333333333333333	5/12	5/12	Chord	2/4	3	1	1/48			1/32	2/3	3171								564		
117	116	935/4	935/4	0.08333333333333333	7/16	7/16	Chord	2/4	3	1	1/48			1/32	2/3	3172								564		
117	116	1403/6	1403/6	0.08333333333333333	11/24	11/24	Chord	2/4	3	1	1/48			1/32	2/3	3173								564		
117	116	2807/12	2807/12	0.08333333333333333	23/48	23/48	Chord	2/4	3	1	1/48			1/32	2/3	3174										
117	116	232	232	0.125	0	0	Chord	2/4	4	1	1/32			1/32	1	3175										
117	116	1857/8	1857/8	0.125	1/32	1/32	Chord	2/4	4	1	1/32			1/32	1	3176										
117	116	929/4	929/4	0.125	1/16	1/16	Chord	2/4	4	1	1/32			1/32	1	3177										
117	116	1859/8	1859/8	0.125	3/32	3/32	Chord	2/4	4	1	1/32			1/32	1	3178										
117	116	465/2	465/2	0.125	1/8	1/8	Chord	2/4	4	1	1/32			1/32	1	3179										
117	116	1861/8	1861/8	0.125	5/32	5/32	Chord	2/4	4	1	1/32			1/32	1	3180										
117	116	931/4	931/4	0.125	3/16	3/16	Chord	2/4	4	1	1/32			1/32	1	3181										
117	116	1863/8	1863/8	0.125	7/32	7/32	Chord	2/4	4	1	1/32			1/32	1	3182										
117	116	233	233	0.125	1/4	1/4	Chord	2/4	4	1	1/32			1/32	1	3183										
117	116	1865/8	1865/8	0.125	9/32	9/32	Chord	2/4	4	1	1/32			1/32	1	3184										
117	116	933/4	933/4	0.125	5/16	5/16	Chord	2/4	4	1	1/32			1/32	1	3185										
117	116	1867/8	1867/8	0.125	11/32	11/32	Chord	2/4	4	1	1/32			1/32	1	3186										
117	116	467/2	467/2	0.125	3/8	3/8	Chord	2/4	4	1	1/32			1/32	1	3187										
117	116	1869/8	1869/8	0.125	13/32	13/32	Chord	2/4	4	1	1/32			1/32	1	3188										
117	116	935/4	935/4	0.125	7/16	7/16	Chord	2/4	4	1	1/32			1/32	1	3189										
117	116	1871/8	1871/8	0.125	15/32	15/32	Chord	2/4	4	1	1/32			1/32	1	3190										
118	117	234	234	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	3191								565		
118	117	937/4	937/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	3192										
118	117	469/2	469/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	3193		articStaccatoAbove						566		
118	117	939/4	939/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	3194		articStaccatoAbove								
118	117	235	235	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	3195								567		
118	117	471/2	471/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	3196										
118	117	234	234	0.25	0	0	Chord	2/4	2	1	1/16			1/16	1	3197								568		
118	117	937/4	937/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	3198										
118	117	469/2	469/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	3199		articStaccatoAbove						569		
118	117	939/4	939/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	3200		articStaccatoAbove								
118	117	235	235	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	3201								570		
118	117	471/2	471/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	3202										
118	117	234	234	0.08333333333333333	0	0	Chord	2/4	3	1	1/48			1/32	2/3	3203								571		
118	117	2809/12	2809/12	0.08333333333333333	1/48	1/48	Chord	2/4	3	1	1/48			1/32	2/3	3204								571		
118	117	1405/6	1405/6	0.08333333333333333	1/24	1/24	Chord	2/4	3	1	1/48			1/32	2/3	3205								571		
118	117	937/4	937/4	0.08333333333333333	1/16	1/16	Chord	2/4	3	1	1/48			1/32	2/3	3206								571		
118	117	703/3	703/3	0.08333333333333333	1/12	1/12	Chord	2/4	3	1	1/48			1/32	2/3	3207								571		
118	117	2813/12	2813/12	0.08333333333333333	5/48	5/48	Chord	2/4	3	1	1/48			1/32	2/3	3208										
118	117	469/2	469/2	0.08333333333333333	1/8	1/8	Chord	2/4	3	1	1/48			1/32	2/3	3209								572		
118	117	2815/12	2815/12	0.08333333333333333	7/48	7/48	Chord	2/4	3	1	1/48			1/32	2/3	3210								572		
118	117	704/3	704/3	0.08333333333333333	1/6	1/6	Chord	2/4	3	1	1/48			1/32	2/3	3211								572		
118	117	939/4	939/4	0.08333333333333333	3/16	3/16	Chord	2/4	3	1	1/48			1/32	2/3	3212								572		
118	117	1409/6	1409/6	0.08333333333333333	5/24	5/24	Chord	2/4	3	1	1/48			1/32	2/3	3213								572		
118	117	2819/12	2819/12	0.08333333333333333	11/48	11/48	Chord	2/4	3	1	1/48			1/32	2/3	3214										
118	117	235	235	0.08333333333333333	1/4	1/4	Chord	2/4	3	1	1/48			1/32	2/3	3215								573		
118	117	2821/12	2821/12	0.08333333333333333	13/48	13/48	Chord	2/4	3	1	1/48			1/32	2/3	3216								573		
118	117	1411/6	1411/6	0.08333333333333333	7/24	7/24	Chord	2/4	3	1	1/48			1/32	2/3	3217								573		
118	117	941/4	941/4	0.08333333333333333	5/16	5/16	Chord	2/4	3	1	1/48			1/32	2/3	3218								573		
118	117	706/3	706/3	0.08333333333333333	1/3	1/3	Chord	2/4	3	1	1/48			1/32	2/3	3219								573		
118	117	2825/12	2825/12	0.08333333333333333	17/48	17/48	Chord	2/4	3	1	1/48			1/32	2/3	3220										
118	117	471/2	471/2	0.08333333333333333	3/8	3/8	Chord	2/4	3	1	1/48			1/32	2/3	3221								574		
118	117	2827/12	2827/12	0.08333333333333333	19/48	19/48	Chord	2/4	3	1	1/48			1/32	2/3	3222								574		
118	117	707/3	707/3	0.08333333333333333	5/12	5/12	Chord	2/4	3	1	1/48			1/32	2/3	3223								574		
118	117	943/4	943/4	0.08333333333333333	7/16	7/16	Chord	2/4	3	1	1/48			1/32	2/3	3224								574		
118	117	1415/6	1415/6	0.08333333333333333	11/24	11/24	Chord	2/4	3	1	1/48			1/32	2/3	3225								574		
118	117	2831/12	2831/12	0.08333333333333333	23/48	23/48	Chord	2/4	3	1	1/48			1/32	2/3	3226										
118	117	234	234	0.125	0	0	Chord	2/4	4	1	1/32			1/32	1	3227										
118	117	1873/8	1873/8	0.125	1/32	1/32	Chord	2/4	4	1	1/32			1/32	1	3228										
118	117	937/4	937/4	0.125	1/16	1/16	Chord	2/4	4	1	1/32			1/32	1	3229										
118	117	1875/8	1875/8	0.125	3/32	3/32	Chord	2/4	4	1	1/32			1/32	1	3230										
118	117	469/2	469/2	0.125	1/8	1/8	Chord	2/4	4	1	1/32			1/32	1	3231										
