mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	decrescendo_hairpin	crescendo_hairpin
20	20	117/2	117/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	246				22		
20	20	119/2	119/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	247						
20	20	115/2	115/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	248				24		
20	20	58	58	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	249				24		
20	20	117/2	117/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	250				24		
20	20	59	59	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	251				24		
20	20	119/2	119/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	252						
20	20	57	57	1.5		0	0	Chord	6/8	3	1	3/8		1/4	3/2	253						
20	20	117/2	117/2	0.5		3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	254				25		
20	20	59	59	0.5		1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	255						
20	20	119/2	119/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	256						
20	20	57	57	0.5		0	0	Chord	6/8	4	1	1/8		1/8	1	257				23		
20	20	115/2	115/2	0.5		1/8	1/8	Chord	6/8	4	1	1/8		1/8	1	258				23		
20	20	58	58	0.5		1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	259				23		
20	20	117/2	117/2	0.5		3/8	3/8	Chord	6/8	4	1	1/8		1/8	1	260				23		
20	20	59	59	0.5		1/2	1/2	Chord	6/8	4	1	1/8		1/8	1	261				23		
20	20	119/2	119/2	0.5		5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	262						
21	21	60	60	0.0		0	0	StaffText	6/8	1	1	0							cresc.			
21	21	60	60	0.5		0	0	Chord	6/8	1	1	1/8		1/8	1	263		articStaccatoAbove				
21	21	121/2	121/2	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	264		articStaccatoAbove				
21	21	61	61	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	265		ornamentTrill				
21	21	123/2	123/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	266						
21	21	62	62	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	267						
21	21	125/2	125/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	268		ornamentTrill				
21	21	60	60	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	269						
21	21	60	60	1.0		0	0	Chord	6/8	3	1	1/4		1/4	1	270						
21	21	123/2	123/2	0.0		3/8	3/8	StaffText	6/8	3	1	0							cresc			
21	21	123/2	123/2	1.5		3/8	3/8	Chord	6/8	3	1	3/8		1/4	3/2	271						
21	21	60	60	0.5		0	0	Chord	6/8	4	1	1/8		1/8	1	272				26		
21	21	121/2	121/2	0.0		1/8	1/8	StaffText	6/8	4	1	0							cresc.	26		
21	21	121/2	121/2	0.5		1/8	1/8	Chord	6/8	4	1	1/8		1/8	1	273				26		
21	21	61	61	0.5		1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	274				26		
21	21	123/2	123/2	0.5		3/8	3/8	Chord	6/8	4	1	1/8		1/8	1	275				26		
21	21	62	62	0.5		1/2	1/2	Chord	6/8	4	1	1/8		1/8	1	276				26		
21	21	125/2	125/2	0.5		5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	277						
22	22	63	63	0.5		0	0	Chord	6/8	1	1	1/8		1/8	1	278						
22	22	127/2	127/2	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	279						
22	22	64	64	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	280		ornamentTrill				
22	22	129/2	129/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	281						
22	22	65	65	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	282						
22	22	131/2	131/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	283		ornamentTrill				
22	22	127/2	127/2	0.0		1/8	1/8	StaffText	6/8	2	1	0							cresc.			
22	22	127/2	127/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	284				27		
22	22	64	64	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	285				27		
22	22	129/2	129/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	286				27		
22	22	65	65	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	287						
22	22	131/2	131/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	288						
22	22	63	63	0.5		0	0	Chord	6/8	3	1	1/8		1/8	1	289						
22	22	127/2	127/2	0.5		1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	290						
22	22	64	64	0.5		1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	291						
22	22	129/2	129/2	0.5		3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	292				28		
22	22	65	65	0.5		1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	293				28		
22	22	131/2	131/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	294						
22	22	63	63	0.5		0	0	Chord	6/8	4	1	1/8		1/8	1	295				29		
22	22	127/2	127/2	0.5		1/8	1/8	Chord	6/8	4	1	1/8		1/8	1	296				29		
22	22	64	64	0.5		1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	297				29		
22	22	129/2	129/2	0.5		3/8	3/8	Chord	6/8	4	1	1/8		1/8	1	298				29		
22	22	65	65	0.5		1/2	1/2	Chord	6/8	4	1	1/8		1/8	1	299				29		
22	22	131/2	131/2	0.5		5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	300						
23	23	66	66	0.0		0	0	Dynamic	6/8	1	1	0					f					
23	23	66	66	0.5		0	0	Chord	6/8	1	1	1/8		1/8	1	301						
23	23	133/2	133/2	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	302						
23	23	67	67	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	303						
23	23	135/2	135/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	304						
23	23	68	68	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	305						
23	23	137/2	137/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	306						
23	23	66	66	0.0		0	0	Dynamic	6/8	2	1	0					f					
23	23	66	66	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	307						
23	23	135/2	135/2	1.0		3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	308						
23	23	66	66	0.0		0	0	Dynamic	6/8	3	1	0					f					
23	23	66	66	1.0		0	0	Chord	6/8	3	1	1/4		1/4	1	309						
23	23	135/2	135/2	1.0		3/8	3/8	Chord	6/8	3	1	1/4		1/4	1	310						
23	23	66	66	0.0		0	0	Dynamic	6/8	4	1	0					f					
23	23	66	66	0.5		0	0	Chord	6/8	4	1	1/8		1/8	1	311		articStaccatoBelow				
23	23	133/2	133/2	0.5		1/8	1/8	Chord	6/8	4	1	1/8		1/8	1	312		articStaccatoBelow				
23	23	67	67	0.5		1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	313		articStaccatoBelow				
23	23	135/2	135/2	0.5		3/8	3/8	Chord	6/8	4	1	1/8		1/8	1	314		articStaccatoAbove				
23	23	68	68	0.5		1/2	1/2	Chord	6/8	4	1	1/8		1/8	1	315		articStaccatoAbove				
23	23	137/2	137/2	0.5		5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	316		articStaccatoAbove				
24	24	69	69	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	317						
24	24	143/2	143/2	0.0		5/8	5/8	Dynamic	6/8	1	1	0					p					
24	24	143/2	143/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	318		articStaccatoBelow				
24	24	69	69	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	319						
24	24	143/2	143/2	0.0		5/8	5/8	Dynamic	6/8	2	1	0					p					
24	24	143/2	143/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	320		articStaccatoBelow				
24	24	69	69	1.0		0	0	Chord	6/8	3	1	1/4		1/4	1	321						
24	24	143/2	143/2	0.0		5/8	5/8	Dynamic	6/8	3	1	0					p					
24	24	143/2	143/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	322		articStaccatoBelow				
24	24	69	69	1.0		0	0	Chord	6/8	4	1	1/4		1/4	1	323						
24	24	143/2	143/2	0.0		5/8	5/8	Dynamic	6/8	4	1	0					p					
24	24	143/2	143/2	0.5		5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	324		articStaccatoBelow				
25	25	72	72	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	325		articStaccatoBelow				
25	25	73	73	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	326		articStaccatoBelow				
25	25	147/2	147/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	327		articStaccatoBelow				
25	25	149/2	149/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	328		articStaccatoBelow				
25	25	72	72	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	329		articStaccatoBelow				
25	25	73	73	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	330		articStaccatoBelow				
25	25	147/2	147/2	1.0		3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	331		articStaccatoBelow				
25	25	149/2	149/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	332		articStaccatoBelow				
25	25	72	72	1.0		0	0	Chord	6/8	3	1	1/4		1/4	1	333		articStaccatoAbove				
25	25	73	73	0.5		1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	334		articStaccatoAbove				
25	25	147/2	147/2	1.0		3/8	3/8	Chord	6/8	3	1	1/4		1/4	1	335		articStaccatoAbove				
25	25	149/2	149/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	336		articStaccatoBelow				
25	25	72	72	1.0		0	0	Chord	6/8	4	1	1/4		1/4	1	337		articStaccatoAbove				
25	25	73	73	0.5		1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	338		articStaccatoAbove				
25	25	147/2	147/2	1.0		3/8	3/8	Chord	6/8	4	1	1/4		1/4	1	339		articStaccatoAbove				
25	25	149/2	149/2	0.5		5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	340		articStaccatoBelow				
26	26	75	75	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	341				30		
26	26	76	76	0.25		1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	342				30		
26	26	305/4	305/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	343				30		
26	26	153/2	153/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	344		articStaccatoBelow				
26	26	155/2	155/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	345						
26	26	75	75	0.0		0	0	Dynamic	6/8	2	1	0					sf					
26	26	75	75	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	346				31		
26	26	76	76	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	347				31		
26	26	305/4	305/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	348				31		
26	26	153/2	153/2	1.0		3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	349		articStaccatoBelow				
26	26	75	75	0.0		0	0	Dynamic	6/8	3	1	0					sf					
26	26	75	75	0.0		0	0	Dynamic	6/8	3	1	0					sf					
26	26	75	75	1.0		0	0	Chord	6/8	3	1	1/4		1/4	1	350				32		
26	26	76	76	0.25		1/4	1/4	Chord	6/8	3	1	1/16		1/16	1	351				32		
26	26	305/4	305/4	0.25		5/16	5/16	Chord	6/8	3	1	1/16		1/16	1	352				32		
26	26	153/2	153/2	1.0		3/8	3/8	Chord	6/8	3	1	1/4		1/4	1	353		articStaccatoBelow				
26	26	75	75	0.0		0	0	Dynamic	6/8	4	1	0					sf					
26	26	75	75	1.0		0	0	Chord	6/8	4	1	1/4		1/4	1	354				33		
26	26	76	76	0.25		1/4	1/4	Chord	6/8	4	1	1/16		1/16	1	355				33		
26	26	305/4	305/4	0.25		5/16	5/16	Chord	6/8	4	1	1/16		1/16	1	356				33		
26	26	153/2	153/2	1.0		3/8	3/8	Chord	6/8	4	1	1/4		1/4	1	357		articStaccatoBelow				
26	26	155/2	155/2	0.25		5/8	5/8	Chord	6/8	4	1	1/16		1/16	1	358						
26	26	311/4	311/4	0.25		11/16	11/16	Chord	6/8	4	1	1/16		1/16	1	359						
27	27	78	78	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	360				34		
27	27	79	79	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	361				34		
27	27	159/2	159/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	362				34		
27	27	161/2	161/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	363						
27	27	78	78	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	364				35		
27	27	79	79	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	365				35		
27	27	159/2	159/2	1.0		3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	366				35		
27	27	161/2	161/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	367						
27	27	78	78	1.0		0	0	Chord	6/8	4	1	1/4		1/4	1	368				36		
27	27	79	79	0.5		1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	369				36		
27	27	159/2	159/2	1.0		3/8	3/8	Chord	6/8	4	1	1/4		1/4	1	370				36		
27	27	161/2	161/2	0.5		5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	371						
28	28	81	81	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	372				37		
28	28	82	82	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	373				37		
28	28	165/2	165/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	374		articStaccatoBelow				
28	28	167/2	167/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	375				38		
28	28	81	81	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	376				39		
28	28	82	82	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	377				39		
28	28	165/2	165/2	1.0		3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	378		articStaccatoBelow				
28	28	81	81	1.0		0	0	Chord	6/8	4	1	1/4		1/4	1	379				40		
28	28	82	82	0.5		1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	380				40		
28	28	165/2	165/2	1.0		3/8	3/8	Chord	6/8	4	1	1/4		1/4	1	381		articStaccatoBelow				
29	29	84	84	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	382				38		
29	29	85	85	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	383				38		
29	29	171/2	171/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	384		articStaccatoBelow				
29	29	173/2	173/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	385				41		
29	29	84	84	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	386				42		
29	29	85	85	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	387				42		
29	29	171/2	171/2	1.0		3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	388		articStaccatoBelow				
29	29	173/2	173/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	389				43		
29	29	84	84	1.5		0	0	Chord	6/8	3	1	3/8		1/4	3/2	390						
29	29	171/2	171/2	1.0		3/8	3/8	Chord	6/8	3	1	1/4		1/4	1	391						
29	29	173/2	173/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	392						
29	29	84	84	1.0		0	0	Chord	6/8	4	1	1/4		1/4	1	393				44		
29	29	85	85	0.5		1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	394				44		
29	29	171/2	171/2	1.0		3/8	3/8	Chord	6/8	4	1	1/4		1/4	1	395		articStaccatoAbove				
29	29	173/2	173/2	0.5		5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	396				45		
30	30	87	87	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	397				41		
30	30	88	88	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	398				41		
30	30	177/2	177/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	399		articStaccatoBelow				
30	30	179/2	179/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	400		articStaccatoAbove				
30	30	87	87	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	401				43		
30	30	88	88	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	402				43		
30	30	177/2	177/2	1.0		3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	403		articStaccatoBelow				
30	30	179/2	179/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	404		articStaccatoAbove				
30	30	87	87	1.5		0	0	Chord	6/8	3	1	3/8		1/4	3/2	405						
30	30	177/2	177/2	1.0		3/8	3/8	Chord	6/8	3	1	1/4		1/4	1	406						
30	30	87	87	1.0		0	0	Chord	6/8	4	1	1/4		1/4	1	407				45		
30	30	88	88	0.5		1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	408				45		
30	30	177/2	177/2	1.0		3/8	3/8	Chord	6/8	4	1	1/4		1/4	1	409		articStaccatoAbove				
30	30	179/2	179/2	0.5		5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	410		articStaccatoAbove				
31	31	90	90	0.5		0	0	Chord	6/8	1	1	1/8		1/8	1	411				46		
31	31	181/2	181/2	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	412						
31	31	91	91	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	413		articStaccatoAbove				
31	31	183/2	183/2	0.0		3/8	3/8	Chord	6/8	1	1	0	acciaccatura	1/8	1	414						
31	31	183/2	183/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	415				47		
31	31	92	92	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	416						
31	31	185/2	185/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	417		articStaccatoAbove				
31	31	90	90	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	418				48		
31	31	181/2	181/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	419						
31	31	91	91	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	420		articStaccatoAbove				
31	31	183/2	183/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	421				49		
31	31	92	92	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	422						
31	31	185/2	185/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	423		articStaccatoBelow				
31	31	91	91	0.5		1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	424						
31	31	183/2	183/2	0.5		3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	425				50		
31	31	92	92	0.5		1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	426						
31	31	185/2	185/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	427		articStaccatoAbove				
31	31	90	90	1.0		0	0	Chord	6/8	4	1	1/4		1/4	1	428		articStaccatoAbove				
31	31	91	91	0.5		1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	429		articStaccatoBelow				
31	31	183/2	183/2	1.0		3/8	3/8	Chord	6/8	4	1	1/4		1/4	1	430		articStaccatoAbove				
31	31	185/2	185/2	0.5		5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	431		articStaccatoBelow				
32	32	93	93	1.5		0	0	Chord	6/8	1	1	3/8		1/4	3/2	432				51		
32	32	189/2	189/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	433						
32	32	93	93	1.5		0	0	Chord	6/8	2	1	3/8		1/4	3/2	434				52		
32	32	189/2	189/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	435						
32	32	191/2	191/2	0.0		5/8	5/8	Dynamic	6/8	2	1	0					f					
32	32	191/2	191/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	436		articStaccatoBelow				
32	32	93	93	1.5		0	0	Chord	6/8	3	1	3/8		1/4	3/2	437				53		
32	32	189/2	189/2	0.5		3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	438						
32	32	191/2	191/2	0.0		5/8	5/8	Dynamic	6/8	3	1	0					f					
32	32	191/2	191/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	439		articStaccatoBelow				
32	32	93	93	1.0		0	0	Chord	6/8	4	1	1/4		1/4	1	440						
32	32	94	94	0.5		1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	441						
32	32	189/2	189/2	1.0		3/8	3/8	Chord	6/8	4	1	1/4		1/4	1	442						
32	32	191/2	191/2	0.0		5/8	5/8	Dynamic	6/8	4	1	0					f					
32	32	191/2	191/2	0.5		5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	443		articStaccatoBelow				
33	33	96	96	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	444		articStaccatoAbove				
33	33	97	97	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	445		articStaccatoAbove				
33	33	195/2	195/2	1.0		3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	446		articStaccatoAbove				
33	33	197/2	197/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	447		articStaccatoAbove				
33	33	96	96	1.0		0	0	Chord	6/8	3	1	1/4		1/4	1	448		articStaccatoAbove				
33	33	97	97	0.5		1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	449		articStaccatoAbove				
33	33	195/2	195/2	1.0		3/8	3/8	Chord	6/8	3	1	1/4		1/4	1	450		articStaccatoAbove				
33	33	197/2	197/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	451		articStaccatoBelow				
33	33	96	96	1.0		0	0	Chord	6/8	4	1	1/4		1/4	1	452		articStaccatoAbove				
33	33	97	97	0.5		1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	453		articStaccatoAbove				
33	33	195/2	195/2	1.0		3/8	3/8	Chord	6/8	4	1	1/4		1/4	1	454		articStaccatoAbove				
33	33	197/2	197/2	0.5		5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	455		articStaccatoBelow				
34	34	203/2	203/2	0.0		5/8	5/8	Dynamic	6/8	1	1	0					p					
34	34	203/2	203/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	456						
34	34	99	99	0.0		0	0	Dynamic	6/8	2	1	0					sf					
34	34	99	99	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	457				54		
34	34	100	100	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	458				54		
34	34	401/4	401/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	459				54		
34	34	201/2	201/2	1.0		3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	460		articStaccatoAbove				
34	34	203/2	203/2	0.0		5/8	5/8	Dynamic	6/8	2	1	0					p					
34	34	203/2	203/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	461						
34	34	99	99	0.0		0	0	Dynamic	6/8	3	1	0					sf					
34	34	99	99	1.0		0	0	Chord	6/8	3	1	1/4		1/4	1	462				55		
34	34	100	100	0.25		1/4	1/4	Chord	6/8	3	1	1/16		1/16	1	463				55		
34	34	401/4	401/4	0.25		5/16	5/16	Chord	6/8	3	1	1/16		1/16	1	464				55		
34	34	201/2	201/2	1.0		3/8	3/8	Chord	6/8	3	1	1/4		1/4	1	465		articStaccatoBelow				
34	34	203/2	203/2	0.0		5/8	5/8	Dynamic	6/8	3	1	0					p					
34	34	203/2	203/2	0.25		5/8	5/8	Chord	6/8	3	1	1/16		1/16	1	466						
34	34	407/4	407/4	0.25		11/16	11/16	Chord	6/8	3	1	1/16		1/16	1	467						
34	34	99	99	0.0		0	0	Dynamic	6/8	4	1	0					sf					
34	34	99	99	1.0		0	0	Chord	6/8	4	1	1/4		1/4	1	468				56		
34	34	100	100	0.25		1/4	1/4	Chord	6/8	4	1	1/16		1/16	1	469				56		
34	34	401/4	401/4	0.25		5/16	5/16	Chord	6/8	4	1	1/16		1/16	1	470				56		
34	34	201/2	201/2	1.0		3/8	3/8	Chord	6/8	4	1	1/4		1/4	1	471		articStaccatoBelow				
35	35	102	102	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	472				57		
35	35	103	103	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	473				57		
35	35	207/2	207/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	474				57		
35	35	209/2	209/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	475						
35	35	102	102	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	476				58		
35	35	103	103	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	477				58		
35	35	207/2	207/2	1.0		3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	478				58		
35	35	209/2	209/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	479						
35	35	102	102	1.0		0	0	Chord	6/8	3	1	1/4		1/4	1	480				59		
35	35	103	103	0.5		1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	481				59		
35	35	207/2	207/2	1.0		3/8	3/8	Chord	6/8	3	1	1/4		1/4	1	482				59		
35	35	209/2	209/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	483						
36	36	105	105	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	484				60		
36	36	106	106	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	485				60		
36	36	213/2	213/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	486		articStaccatoAbove				
36	36	215/2	215/2	0.0		5/8	5/8	Dynamic	6/8	1	1	0					pp					
36	36	215/2	215/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	487				61		
36	36	105	105	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	488				62		
36	36	106	106	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	489				62		
36	36	213/2	213/2	1.0		3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	490		articStaccatoAbove				
36	36	105	105	1.0		0	0	Chord	6/8	3	1	1/4		1/4	1	491				63		
36	36	106	106	0.5		1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	492				63		
36	36	213/2	213/2	1.0		3/8	3/8	Chord	6/8	3	1	1/4		1/4	1	493		articStaccatoBelow				
37	37	108	108	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	494				61		
37	37	109	109	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	495				61		
37	37	219/2	219/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	496		articStaccatoAbove				
37	37	221/2	221/2	0.0		5/8	5/8	Spanner	6/8	1	1	0										0
37	37	221/2	221/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	497				64		0
37	37	108	108	0.0		0	0	Dynamic	6/8	2	1	0					pp					
37	37	108	108	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	498				65		
37	37	109	109	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	499				65		
