mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	crescendo_hairpin	decrescendo_hairpin
20	20	101	101	1.0		1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	222				8		
20	20	102	102	2.0		1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	223						
20	20	100	100	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	224				9		
20	20	101	101	1.0		1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	225				9		
20	20	102	102	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	226				9		
20	20	103	103	1.0		3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	227						
20	20	100	100	4.0		0	0	Chord	4/4	4	1	1			1	1	228						
21	21	105	105	1.0		1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	229				10		
21	21	106	106	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	230				10		
21	21	107	107	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	231				10		
21	21	104	104	3.0		0	0	Chord	4/4	3	1	3/4			1/2	3/2	232				11		
21	21	107	107	1.0		3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	233				11		
21	21	104	104	4.0		0	0	Chord	4/4	4	1	1			1	1	234						
22	22	108	108	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	235				10		
22	22	109	109	1.0		1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	236				10		
22	22	110	110	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	237				10		
22	22	111	111	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	238				10		
22	22	108	108	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	239				11		
22	22	109	109	1.0		1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	240				11		
22	22	110	110	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	241				11		
22	22	111	111	1.0		3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	242				11		
22	22	108	108	4.0		0	0	Chord	4/4	4	1	1			1	1	243						
23	23	112	112	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	244				10		
23	23	113	113	1.0		1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	245				10		
23	23	114	114	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	246				10		
23	23	115	115	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	247				10		
23	23	115	115	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	248						
23	23	112	112	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	249				11		
23	23	113	113	2.0		1/4	1/4	Chord	4/4	3	1	1/2			1/2	1	250				11		
23	23	115	115	1.0		3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	251						
23	23	112	112	4.0		0	0	Chord	4/4	4	1	1			1	1	252						
24	24	116	116	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	253						
24	24	117	117	1.0		1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	254				12		
24	24	118	118	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	255				12		
24	24	119	119	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	256				12		
24	24	116	116	0.0		0	0	StaffText	4/4	2	1	0								"<font size=""12""/><b><i>f</i></b>"			
24	24	116	116	2.0		0	0	Chord	4/4	2	1	1/2			1/2	1	257		articStaccatoAbove				
24	24	118	118	2.0		1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	258		articStaccatoAbove				
24	24	116	116	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	259						
24	24	117	117	1.0		1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	260				13		
24	24	118	118	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	261				13		
24	24	119	119	1.0		3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	262						
24	24	116	116	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	263						
24	24	117	117	1.0		1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	264				14		
24	24	118	118	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	265				14		
24	24	119	119	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	266						
25	25	120	120	4.0		0	0	Chord	4/4	1	1	1			1	1	267						
25	25	120	120	0.0		0	0	StaffText	4/4	2	1	0								"<font size=""12""/><b><i>p</i></b>"			
25	25	121	121	1.0		1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	268				15		
25	25	122	122	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	269				15		
25	25	123	123	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	270				15		
25	25	120	120	2.0		0	0	Chord	4/4	3	1	1/2			1/2	1	271				16		
25	25	122	122	2.0		1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	272				16		
25	25	120	120	2.0		0	0	Chord	4/4	4	1	1/2			1/2	1	273				17		
25	25	122	122	2.0		1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	274				17		
26	26	124	124	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	275						
26	26	125	125	1.0		1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	276				18		
26	26	126	126	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	277				18		
26	26	127	127	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	278				18		
26	26	124	124	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	279				15		
26	26	125	125	1.0		1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	280				15		
26	26	126	126	2.0		1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	281						
26	26	124	124	2.0		0	0	Chord	4/4	3	1	1/2			1/2	1	282				16		
26	26	126	126	2.0		1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	283						
26	26	124	124	2.0		0	0	Chord	4/4	4	1	1/2			1/2	1	284				17		
26	26	126	126	2.0		1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	285						
27	27	128	128	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	286				18		
27	27	129	129	1.0		1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	287				18		
27	27	130	130	2.0		1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	288						
27	27	128	128	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	289						
27	27	129	129	1.0		1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	290				19		
27	27	130	130	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	291				19		
27	27	131	131	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	292				19		
27	27	128	128	2.0		0	0	Chord	4/4	3	1	1/2			1/2	1	293				20		
27	27	130	130	2.0		1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	294						
27	27	128	128	2.0		0	0	Chord	4/4	4	1	1/2			1/2	1	295				21		
27	27	130	130	2.0		1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	296				21		
28	28	133	133	1.0		1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	297				22		
28	28	134	134	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	298				22		
28	28	135	135	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	299				22		
28	28	132	132	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	300				19		
28	28	133	133	1.0		1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	301						
28	28	134	134	2.0		1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	302						
28	28	132	132	4.0		0	0	Chord	4/4	3	1	1			1	1	303						
28	28	132	132	2.0		0	0	Chord	4/4	4	1	1/2			1/2	1	304				21		
28	28	134	134	2.0		1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	305						
29	29	136	136	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	306				22		
29	29	137	137	1.0		1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	307				22		
29	29	138	138	2.0		1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	308						
29	29	136	136	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	309						
29	29	137	137	1.0		1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	310				23		
29	29	138	138	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	311				23		
29	29	139	139	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	312				23		
29	29	136	136	2.0		0	0	Chord	4/4	3	1	1/2			1/2	1	313						
29	29	138	138	2.0		1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	314						
29	29	136	136	2.0		0	0	Chord	4/4	4	1	1/2			1/2	1	315				24		
29	29	138	138	2.0		1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	316				24		
30	30	140	140	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	317						
30	30	141	141	1.0		1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	318				25		
30	30	142	142	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	319				25		
30	30	143	143	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	320				25		
30	30	140	140	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	321				23		
30	30	141	141	1.0		1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	322				23		
30	30	142	142	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	323				23		
30	30	143	143	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	324				23		
30	30	140	140	4.0		0	0	Chord	4/4	3	1	1			1	1	325						
30	30	140	140	2.0		0	0	Chord	4/4	4	1	1/2			1/2	1	326				24		
30	30	142	142	2.0		1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	327				24		
31	31	144	144	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	328				25		
31	31	145	145	1.0		1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	329						
31	31	146	146	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	330						
31	31	147	147	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	331						
31	31	144	144	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	332				23		
31	31	145	145	1.0		1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	333				23		
31	31	146	146	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	334				23		
31	31	147	147	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	335				23		
31	31	144	144	4.0		0	0	Chord	4/4	3	1	1			1	1	336						
31	31	144	144	2.0		0	0	Chord	4/4	4	1	1/2			1/2	1	337				24		
31	31	146	146	2.0		1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	338				24		
32	32	148	148	2.0		0	0	Chord	4/4	1	1	1/2			1/2	1	339						
32	32	150	150	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	340						
32	32	151	151	0.0		3/4	3/4	Dynamic	4/4	1	1	0						p					
32	32	151	151	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	341						
32	32	148	148	0.0		0	0	StaffText	4/4	2	1	0								"<font size=""12""/><b><i>sf</i></b>"	23		
32	32	148	148	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	342				23		
32	32	149	149	1.0		1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	343				23		
32	32	150	150	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	344						
32	32	151	151	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	345						
32	32	148	148	4.0		0	0	Chord	4/4	3	1	1			1	1	346						
32	32	148	148	2.0		0	0	Chord	4/4	4	1	1/2			1/2	1	347				24		
32	32	150	150	2.0		1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	348						
33	33	152	152	0.0		0	0	StaffText	4/4	1	1	0								"<font size=""12""/><b><i>f</i></b>"			
33	33	152	152	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	349						
33	33	155	155	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	350						
33	33	152	152	0.0		0	0	StaffText	4/4	2	1	0								"<font size=""12""/><b><i>f</i></b>"			
33	33	152	152	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	351						
33	33	155	155	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	352						
33	33	152	152	0.0		0	0	StaffText	4/4	3	1	0								"<font size=""12""/><b><i>f</i></b>"			
33	33	152	152	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	353						
33	33	155	155	1.0		3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	354						
33	33	152	152	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	355						
33	33	155	155	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	356						
34	34	156	156	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	357						
34	34	159	159	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	358						
34	34	156	156	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	359						
34	34	159	159	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	360						
34	34	156	156	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	361						
34	34	159	159	1.0		3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	362						
34	34	156	156	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	363						
34	34	159	159	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	364						
35	35	160	160	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	365						
35	35	163	163	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	366						
35	35	160	160	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	367						
35	35	163	163	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	368						
35	35	160	160	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	369						
35	35	163	163	1.0		3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	370						
35	35	160	160	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	371						
35	35	163	163	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	372						
36	36	164	164	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	373						
36	36	165	165	1.0		1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	374						
36	36	166	166	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	375						
36	36	167	167	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	376						
36	36	164	164	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	377						
36	36	166	166	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	378						
36	36	164	164	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	379						
36	36	166	166	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	380						
36	36	164	164	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	381						
36	36	166	166	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	382						
37	37	168	168	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	383						
37	37	171	171	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	384						
37	37	168	168	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	385						
37	37	171	171	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	386						
37	37	168	168	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	387						
37	37	171	171	1.0		3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	388						
37	37	168	168	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	389						
37	37	171	171	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	390						
38	38	172	172	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	391						
38	38	175	175	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	392						
38	38	172	172	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	393						
38	38	175	175	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	394						
38	38	172	172	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	395						
38	38	175	175	1.0		3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	396						
38	38	172	172	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	397						
38	38	175	175	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	398						
39	39	176	176	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	399						
39	39	179	179	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	400						
39	39	176	176	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	401						
39	39	179	179	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	402						
39	39	176	176	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	403						
39	39	179	179	1.0		3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	404						
39	39	176	176	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	405						
39	39	179	179	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	406						
40	40	180	180	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	407						
40	40	181	181	1.0		1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	408						
40	40	182	182	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	409						
40	40	183	183	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	410						
40	40	180	180	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	411						
40	40	182	182	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	412						
40	40	180	180	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	413						
40	40	182	182	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	414						
40	40	180	180	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	415						
40	40	182	182	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	416						
41	41	184	184	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	417		articStaccatoBelow				
41	41	185	185	1.0		1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	418		articStaccatoAbove				
41	41	186	186	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	419		articStaccatoAbove				
41	41	187	187	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	420		articStaccatoAbove				
41	41	184	184	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	421		articStaccatoBelow				
41	41	185	185	1.0		1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	422		articStaccatoBelow				
41	41	186	186	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	423		articStaccatoBelow				
41	41	184	184	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	424		articStaccatoBelow				
41	41	185	185	1.0		1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	425		articStaccatoBelow				
41	41	186	186	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	426		articStaccatoBelow				
41	41	184	184	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	427		articStaccatoBelow				
41	41	185	185	1.0		1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	428		articStaccatoAbove				
41	41	186	186	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	429		articStaccatoAbove				
42	42	188	188	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	430		articStaccatoAbove				
42	42	189	189	1.0		1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	431		articStaccatoAbove				
42	42	190	190	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	432		articStaccatoAbove				
42	42	191	191	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	433		articStaccatoAbove				
43	43	192	192	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	434		articStaccatoAbove				
43	43	194	194	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	435		articStaccatoAbove				
45	45	200	200	0.0		0	0	StaffText	4/4	1	1	0								"<font size=""12""/><b><i>p</i></b>"			
45	45	201	201	1.0		1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	436				26		
45	45	202	202	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	437				26		
45	45	203	203	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	438				26		
45	45	200	200	4.0		0	0	Chord	4/4	4	1	1			1	1	439						
46	46	204	204	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	440				26		
46	46	205	205	1.0		1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	441				26		
46	46	206	206	2.0		1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	442						
46	46	204	204	0.0		0	0	StaffText	4/4	2	1	0								"<font size=""12""/><b><i>p</i></b>"			
46	46	205	205	1.0		1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	443				27		
46	46	206	206	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	444				27		
46	46	207	207	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	445				27		
46	46	204	204	0.0		0	0	StaffText	4/4	3	1	0								"<font size=""12""/><b><i>p</i></b>"			
46	46	205	205	1.0		1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	446				28		
46	46	206	206	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	447				28		
46	46	207	207	1.0		3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	448				28		
46	46	204	204	4.0		0	0	Chord	4/4	4	1	1			1	1	449						
47	47	209	209	1.0		1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	450				29		
47	47	210	210	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	451				29		
47	47	211	211	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	452				29		
47	47	208	208	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	453				27		
47	47	209	209	1.0		1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	454				27		
47	47	210	210	2.0		1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	455						
47	47	208	208	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	456				28		
47	47	209	209	1.0		1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	457				28		
47	47	210	210	2.0		1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	458						
47	47	208	208	4.0		0	0	Chord	4/4	4	1	1			1	1	459						
48	48	212	212	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	460				29		
48	48	213	213	1.0		1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	461				29		
48	48	214	214	2.0		1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	462						
48	48	212	212	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	463						
48	48	213	213	1.0		1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	464				30		
48	48	214	214	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	465				30		
48	48	215	215	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	466				30		
48	48	212	212	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	467						
48	48	213	213	1.0		1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	468				31		
48	48	214	214	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	469				31		
48	48	215	215	1.0		3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	470				31		
48	48	212	212	4.0		0	0	Chord	4/4	4	1	1			1	1	471						
49	49	217	217	1.0		1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	472				32		
49	49	218	218	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	473				32		
49	49	219	219	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	474				32		
49	49	216	216	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	475				30		
49	49	217	217	1.0		1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	476				30		
49	49	218	218	2.0		1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	477						
49	49	216	216	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	478				31		
49	49	217	217	1.0		1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	479				31		
49	49	218	218	2.0		1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	480						
49	49	216	216	4.0		0	0	Chord	4/4	4	1	1			1	1	481						
50	50	220	220	0.0		0	0	StaffText	4/4	1	1	0								"<font size=""10""/><i>cresc.</i>"	32		
50	50	220	220	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	482				32		
50	50	221	221	1.0		1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	483				32		
50	50	222	222	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	484				32		
50	50	223	223	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	485						
50	50	220	220	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	486				33		
50	50	221	221	1.0		1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	487				33		
50	50	222	222	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	488				33		
50	50	223	223	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	489				33		
50	50	220	220	0.0		0	0	StaffText	4/4	3	1	0								"<font size=""10""/><i>cresc.</i>"			
50	50	220	220	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	490				34		
50	50	221	221	1.0		1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	491						
50	50	222	222	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	492				35		
50	50	223	223	1.0		3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	493				35		
50	50	220	220	0.0		0	0	StaffText	4/4	4	1	0								"<font size=""10""/><i>cresc.</i>"			
50	50	220	220	0.0		0	0	StaffText	4/4	4	1	0								"<font size=""10""/><i>cresc.</i>"			
50	50	220	220	4.0		0	0	Chord	4/4	4	1	1			1	1	494						
51	51	224	224	0.0		0	0	StaffText	4/4	1	1	0								"<font size=""12""/><b><i>p</i></b>"			
51	51	224	224	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	495				36		
51	51	225	225	1.0		1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	496				36		
51	51	226	226	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	497				36		
51	51	227	227	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	498						
51	51	224	224	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	499				33		
51	51	225	225	1.0		1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	500				33		
51	51	226	226	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	501				33		
51	51	227	227	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	502				33		
51	51	224	224	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	503				35		
51	51	225	225	1.0		1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	504				35		
51	51	226	226	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	505				35		
51	51	227	227	1.0		3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	506						
51	51	224	224	4.0		0	0	Chord	4/4	4	1	1			1	1	507						
52	52	228	228	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	508				37		
52	52	229	229	1.0		1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	509				37		
52	52	230	230	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	510				37		
52	52	231	231	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	511						
