mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	Trill:trill
71	71	105	105	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	868					
71	71	105	105	1.0	0	0	Chord	3/8	3	1	1/4		1/4	1	869					
72	72	213/2	213/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	870		articStaccatoAbove			
72	72	427/4	427/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	871		articStaccatoAbove			
72	72	107	107	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	872		articStaccatoAbove			
72	72	429/4	429/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	873		articStaccatoAbove			
72	72	215/2	215/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	874		articStaccatoAbove			
72	72	431/4	431/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	875		articStaccatoAbove			
72	72	213/2	213/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	876					
72	72	107	107	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	877					
72	72	215/2	215/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	878					
72	72	213/2	213/2	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	879					
72	72	107	107	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	880					
72	72	215/2	215/2	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	881					
72	72	213/2	213/2	0.0	0	0	Dynamic	3/8	4	1	0					p				
72	72	213/2	213/2	0.5	0	0	Chord	3/8	4	1	1/8		1/8	1	882					
72	72	107	107	0.5	1/8	1/8	Chord	3/8	4	1	1/8		1/8	1	883					
72	72	215/2	215/2	0.5	1/4	1/4	Chord	3/8	4	1	1/8		1/8	1	884					
73	73	108	108	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	885		articStaccatoAbove			
73	73	433/4	433/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	886		articStaccatoAbove			
73	73	217/2	217/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	887		articStaccatoAbove			
73	73	435/4	435/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	888		articStaccatoAbove			
73	73	109	109	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	889		articStaccatoAbove			
73	73	437/4	437/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	890		articStaccatoAbove			
73	73	108	108	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	891					
73	73	217/2	217/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	892		articStaccatoBelow			
73	73	435/4	435/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	893		articStaccatoBelow			
73	73	109	109	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	894		articStaccatoBelow			
73	73	437/4	437/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	895		articStaccatoBelow			
73	73	108	108	1.5	0	0	Chord	3/8	3	1	3/8		1/4	3/2	896					
73	73	108	108	1.5	0	0	Chord	3/8	4	1	3/8		1/4	3/2	897					
74	74	219/2	219/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	898		articStaccatoAbove			
74	74	439/4	439/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	899		articStaccatoAbove			
74	74	110	110	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	900		articStaccatoAbove			
74	74	441/4	441/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	901		articStaccatoAbove			
74	74	221/2	221/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	902		articStaccatoAbove			
74	74	443/4	443/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	903		articStaccatoAbove			
74	74	219/2	219/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	904		articStaccatoBelow			
74	74	439/4	439/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	905		articStaccatoBelow			
74	74	110	110	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	906		articStaccatoBelow			
74	74	441/4	441/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	907		articStaccatoBelow			
74	74	221/2	221/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	908		articStaccatoBelow			
74	74	443/4	443/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	909		articStaccatoBelow			
74	74	219/2	219/2	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	910					
74	74	110	110	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	911					
74	74	221/2	221/2	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	912					
74	74	219/2	219/2	0.5	0	0	Chord	3/8	4	1	1/8		1/8	1	913					
74	74	110	110	0.5	1/8	1/8	Chord	3/8	4	1	1/8		1/8	1	914					
74	74	221/2	221/2	0.5	1/4	1/4	Chord	3/8	4	1	1/8		1/8	1	915					
75	75	111	111	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	916					
75	75	111	111	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	917					
75	75	111	111	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	918					
75	75	447/4	447/4	0.0	3/16	3/16	Dynamic	3/8	3	1	0					p				
75	75	447/4	447/4	0.25	3/16	3/16	Chord	3/8	3	1	1/16		1/16	1	919		articStaccatoAbove			
75	75	112	112	0.25	1/4	1/4	Chord	3/8	3	1	1/16		1/16	1	920		articStaccatoAbove			
75	75	449/4	449/4	0.25	5/16	5/16	Chord	3/8	3	1	1/16		1/16	1	921		articStaccatoAbove			
75	75	111	111	0.0	0	0	Dynamic	3/8	4	1	0					p				
75	75	111	111	0.25	0	0	Chord	3/8	4	1	1/16		1/16	1	922		articStaccatoAbove			
75	75	445/4	445/4	0.25	1/16	1/16	Chord	3/8	4	1	1/16		1/16	1	923		articStaccatoAbove			
75	75	223/2	223/2	0.25	1/8	1/8	Chord	3/8	4	1	1/16		1/16	1	924		articStaccatoAbove			
75	75	447/4	447/4	0.25	3/16	3/16	Chord	3/8	4	1	1/16		1/16	1	925		articStaccatoAbove			
75	75	112	112	0.25	1/4	1/4	Chord	3/8	4	1	1/16		1/16	1	926		articStaccatoAbove			
75	75	449/4	449/4	0.25	5/16	5/16	Chord	3/8	4	1	1/16		1/16	1	927		articStaccatoAbove			
76	76	225/2	225/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	928					
76	76	113	113	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	929					
76	76	227/2	227/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	930					
76	76	225/2	225/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	931					
76	76	113	113	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	932					
76	76	227/2	227/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	933					
76	76	225/2	225/2	0.25	0	0	Chord	3/8	3	1	1/16		1/16	1	934		articStaccatoAbove			
76	76	451/4	451/4	0.25	1/16	1/16	Chord	3/8	3	1	1/16		1/16	1	935		articStaccatoAbove			
76	76	113	113	0.25	1/8	1/8	Chord	3/8	3	1	1/16		1/16	1	936		articStaccatoAbove			
76	76	453/4	453/4	0.25	3/16	3/16	Chord	3/8	3	1	1/16		1/16	1	937		articStaccatoAbove			
76	76	227/2	227/2	0.25	1/4	1/4	Chord	3/8	3	1	1/16		1/16	1	938		articStaccatoAbove			
76	76	455/4	455/4	0.25	5/16	5/16	Chord	3/8	3	1	1/16		1/16	1	939		articStaccatoAbove			
76	76	225/2	225/2	0.25	0	0	Chord	3/8	4	1	1/16		1/16	1	940		articStaccatoBelow			
76	76	451/4	451/4	0.25	1/16	1/16	Chord	3/8	4	1	1/16		1/16	1	941		articStaccatoBelow			
76	76	113	113	0.25	1/8	1/8	Chord	3/8	4	1	1/16		1/16	1	942		articStaccatoBelow			
76	76	453/4	453/4	0.25	3/16	3/16	Chord	3/8	4	1	1/16		1/16	1	943		articStaccatoBelow			
76	76	227/2	227/2	0.25	1/4	1/4	Chord	3/8	4	1	1/16		1/16	1	944		articStaccatoBelow			
76	76	455/4	455/4	0.25	5/16	5/16	Chord	3/8	4	1	1/16		1/16	1	945		articStaccatoBelow			
77	77	114	114	0.75	0	0	Chord	3/8	1	1	3/16		1/8	3/2	946					
77	77	459/4	459/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	947		articStaccatoAbove			
77	77	115	115	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	948		articStaccatoAbove			
77	77	461/4	461/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	949		articStaccatoAbove			
77	77	114	114	0.75	0	0	Chord	3/8	2	1	3/16		1/8	3/2	950					
77	77	459/4	459/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	951		articStaccatoAbove			
77	77	115	115	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	952		articStaccatoAbove			
77	77	461/4	461/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	953		articStaccatoAbove			
77	77	114	114	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	954					
77	77	459/4	459/4	0.25	3/16	3/16	Chord	3/8	3	1	1/16		1/16	1	955		articStaccatoAbove			
77	77	115	115	0.25	1/4	1/4	Chord	3/8	3	1	1/16		1/16	1	956		articStaccatoAbove			
77	77	461/4	461/4	0.25	5/16	5/16	Chord	3/8	3	1	1/16		1/16	1	957		articStaccatoAbove			
77	77	114	114	0.25	0	0	Chord	3/8	4	1	1/16		1/16	1	958		articStaccatoBelow			
77	77	457/4	457/4	0.25	1/16	1/16	Chord	3/8	4	1	1/16		1/16	1	959		articStaccatoBelow			
77	77	229/2	229/2	0.25	1/8	1/8	Chord	3/8	4	1	1/16		1/16	1	960		articStaccatoBelow			
77	77	459/4	459/4	0.25	3/16	3/16	Chord	3/8	4	1	1/16		1/16	1	961		articStaccatoBelow			
77	77	115	115	0.25	1/4	1/4	Chord	3/8	4	1	1/16		1/16	1	962		articStaccatoBelow			
77	77	461/4	461/4	0.25	5/16	5/16	Chord	3/8	4	1	1/16		1/16	1	963		articStaccatoBelow			
78	78	231/2	231/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	964		articStaccatoAbove			
78	78	465/4	465/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	965		articStaccatoAbove			
78	78	233/2	233/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	966		articStaccatoAbove			
78	78	467/4	467/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	967		articStaccatoAbove			
78	78	231/2	231/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	968					
78	78	465/4	465/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	969		articStaccatoAbove			
78	78	233/2	233/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	970		articStaccatoAbove			
78	78	467/4	467/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	971		articStaccatoAbove			
78	78	231/2	231/2	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	972					
78	78	465/4	465/4	0.25	3/16	3/16	Chord	3/8	3	1	1/16		1/16	1	973		articStaccatoAbove			
78	78	233/2	233/2	0.25	1/4	1/4	Chord	3/8	3	1	1/16		1/16	1	974		articStaccatoAbove			
78	78	467/4	467/4	0.25	5/16	5/16	Chord	3/8	3	1	1/16		1/16	1	975		articStaccatoAbove			
78	78	231/2	231/2	0.25	0	0	Chord	3/8	4	1	1/16		1/16	1	976		articStaccatoBelow			
78	78	463/4	463/4	0.25	1/16	1/16	Chord	3/8	4	1	1/16		1/16	1	977		articStaccatoBelow			
78	78	116	116	0.25	1/8	1/8	Chord	3/8	4	1	1/16		1/16	1	978		articStaccatoBelow			
78	78	465/4	465/4	0.25	3/16	3/16	Chord	3/8	4	1	1/16		1/16	1	979		articStaccatoBelow			
78	78	233/2	233/2	0.25	1/4	1/4	Chord	3/8	4	1	1/16		1/16	1	980		articStaccatoBelow			
78	78	467/4	467/4	0.25	5/16	5/16	Chord	3/8	4	1	1/16		1/16	1	981		articStaccatoBelow			
79	79	117	117	0.0	0	0	StaffText	3/8	1	1	0							cresc.		
79	79	117	117	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	982		articStaccatoAbove			
79	79	469/4	469/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	983		articStaccatoAbove			
79	79	235/2	235/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	984		articStaccatoAbove			
79	79	471/4	471/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	985		articStaccatoAbove			
79	79	118	118	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	986		articStaccatoAbove			
79	79	473/4	473/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	987		articStaccatoAbove			
79	79	117	117	0.0	0	0	StaffText	3/8	2	1	0							cresc.		
79	79	117	117	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	988		articStaccatoAbove			
79	79	469/4	469/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	989		articStaccatoAbove			
79	79	235/2	235/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	990		articStaccatoAbove			
79	79	471/4	471/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	991		articStaccatoAbove			
79	79	118	118	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	992		articStaccatoAbove			
79	79	473/4	473/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	993		articStaccatoAbove			
79	79	117	117	0.0	0	0	StaffText	3/8	3	1	0							cresc.		
79	79	117	117	0.25	0	0	Chord	3/8	3	1	1/16		1/16	1	994		articStaccatoAbove			
79	79	469/4	469/4	0.25	1/16	1/16	Chord	3/8	3	1	1/16		1/16	1	995		articStaccatoAbove			
79	79	235/2	235/2	0.25	1/8	1/8	Chord	3/8	3	1	1/16		1/16	1	996		articStaccatoAbove			
79	79	471/4	471/4	0.25	3/16	3/16	Chord	3/8	3	1	1/16		1/16	1	997		articStaccatoAbove			
79	79	118	118	0.25	1/4	1/4	Chord	3/8	3	1	1/16		1/16	1	998		articStaccatoAbove			
79	79	473/4	473/4	0.25	5/16	5/16	Chord	3/8	3	1	1/16		1/16	1	999		articStaccatoAbove			
79	79	117	117	0.0	0	0	StaffText	3/8	4	1	0							cresc.		
79	79	117	117	0.25	0	0	Chord	3/8	4	1	1/16		1/16	1	1000		articStaccatoBelow			
79	79	469/4	469/4	0.25	1/16	1/16	Chord	3/8	4	1	1/16		1/16	1	1001		articStaccatoBelow			
79	79	235/2	235/2	0.25	1/8	1/8	Chord	3/8	4	1	1/16		1/16	1	1002		articStaccatoBelow			
79	79	471/4	471/4	0.25	3/16	3/16	Chord	3/8	4	1	1/16		1/16	1	1003		articStaccatoBelow			
79	79	118	118	0.25	1/4	1/4	Chord	3/8	4	1	1/16		1/16	1	1004		articStaccatoBelow			
79	79	473/4	473/4	0.25	5/16	5/16	Chord	3/8	4	1	1/16		1/16	1	1005		articStaccatoBelow			
80	80	237/2	237/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	1006					
80	80	475/4	475/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	1007					
80	80	119	119	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	1008					
80	80	477/4	477/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	1009					
80	80	239/2	239/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	1010					
80	80	479/4	479/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	1011					
80	80	237/2	237/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	1012					
80	80	475/4	475/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	1013					
80	80	119	119	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	1014					
80	80	477/4	477/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	1015					
80	80	239/2	239/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	1016					
80	80	479/4	479/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	1017					
80	80	237/2	237/2	0.25	0	0	Chord	3/8	3	1	1/16		1/16	1	1018					
80	80	475/4	475/4	0.25	1/16	1/16	Chord	3/8	3	1	1/16		1/16	1	1019					
80	80	119	119	0.25	1/8	1/8	Chord	3/8	3	1	1/16		1/16	1	1020					
80	80	477/4	477/4	0.25	3/16	3/16	Chord	3/8	3	1	1/16		1/16	1	1021					
80	80	239/2	239/2	0.25	1/4	1/4	Chord	3/8	3	1	1/16		1/16	1	1022					
80	80	479/4	479/4	0.25	5/16	5/16	Chord	3/8	3	1	1/16		1/16	1	1023					
80	80	237/2	237/2	0.25	0	0	Chord	3/8	4	1	1/16		1/16	1	1024					
80	80	475/4	475/4	0.25	1/16	1/16	Chord	3/8	4	1	1/16		1/16	1	1025					
80	80	119	119	0.25	1/8	1/8	Chord	3/8	4	1	1/16		1/16	1	1026					
80	80	477/4	477/4	0.25	3/16	3/16	Chord	3/8	4	1	1/16		1/16	1	1027					
80	80	239/2	239/2	0.25	1/4	1/4	Chord	3/8	4	1	1/16		1/16	1	1028					
80	80	479/4	479/4	0.25	5/16	5/16	Chord	3/8	4	1	1/16		1/16	1	1029					
81	81	120	120	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1030					
81	81	121	121	0.0	1/4	1/4	Dynamic	3/8	1	1	0					pp				
81	81	121	121	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	1031					
81	81	120	120	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1032					
81	81	121	121	0.0	1/4	1/4	Dynamic	3/8	2	1	0					pp				
81	81	121	121	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	1033					
81	81	120	120	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	1034					
81	81	121	121	0.0	1/4	1/4	Dynamic	3/8	3	1	0					pp				
81	81	121	121	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	1035					
81	81	120	120	0.5	0	0	Chord	3/8	4	1	1/8		1/8	1	1036					
81	81	121	121	0.0	1/4	1/4	Dynamic	3/8	4	1	0					pp				
81	81	121	121	0.5	1/4	1/4	Chord	3/8	4	1	1/8		1/8	1	1037					
82	82	243/2	243/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1038					
82	82	243/2	243/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1039					
82	82	243/2	243/2	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	1040					
82	82	243/2	243/2	0.5	0	0	Chord	3/8	4	1	1/8		1/8	1	1041					
83	83	123	123	0.0	0	0	Dynamic	3/8	3	1	0					p				
83	83	123	123	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	1042					
83	83	247/2	247/2	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	1043					
83	83	124	124	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	1044					
84	84	249/2	249/2	0.0	0	0	Dynamic	3/8	2	1	0					p				
84	84	249/2	249/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1045					
84	84	125	125	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	1046					
84	84	251/2	251/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	1047					
84	84	249/2	249/2	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	1048					
84	84	125	125	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	1049					
84	84	251/2	251/2	0.25	1/4	1/4	Chord	3/8	3	1	1/16		1/16	1	1050				57	
84	84	503/4	503/4	0.25	5/16	5/16	Chord	3/8	3	1	1/16		1/16	1	1051					
85	85	126	126	0.0	0	0	Dynamic	3/8	1	1	0					p				
85	85	126	126	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1052					
85	85	253/2	253/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	1053					
85	85	127	127	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	1054					
85	85	126	126	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1055					
85	85	253/2	253/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	1056					
85	85	127	127	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	1057				58	
85	85	509/4	509/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	1058					
85	85	126	126	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	1059					
85	85	253/2	253/2	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	1060					
85	85	127	127	0.25	1/4	1/4	Chord	3/8	3	1	1/16		1/16	1	1061				59	
85	85	509/4	509/4	0.25	5/16	5/16	Chord	3/8	3	1	1/16		1/16	1	1062					
86	86	255/2	255/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1063					
86	86	128	128	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	1064					
86	86	257/2	257/2	0.0	1/4	1/4	Dynamic	3/8	1	1	0					sf				
86	86	257/2	257/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	1065				60	
86	86	515/4	515/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	1066					
86	86	255/2	255/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1067					
86	86	128	128	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	1068					
86	86	257/2	257/2	0.0	1/4	1/4	Dynamic	3/8	2	1	0					sf				
86	86	257/2	257/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	1069				61	
86	86	515/4	515/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	1070					
86	86	255/2	255/2	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	1071					
86	86	128	128	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	1072					
86	86	257/2	257/2	0.0	1/4	1/4	Dynamic	3/8	3	1	0					sf				
86	86	257/2	257/2	0.25	1/4	1/4	Chord	3/8	3	1	1/16		1/16	1	1073				62	
86	86	515/4	515/4	0.25	5/16	5/16	Chord	3/8	3	1	1/16		1/16	1	1074					
87	87	129	129	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1075					
87	87	259/2	259/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	1076					
87	87	130	130	0.0	1/4	1/4	Dynamic	3/8	1	1	0					sf				
87	87	130	130	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	1077				63	
87	87	521/4	521/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	1078					
87	87	129	129	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1079					
87	87	259/2	259/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	1080					
87	87	130	130	0.0	1/4	1/4	Dynamic	3/8	2	1	0					sf				
87	87	130	130	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	1081				64	
87	87	521/4	521/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	1082					
87	87	129	129	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	1083					
87	87	259/2	259/2	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	1084					
87	87	130	130	0.0	1/4	1/4	Dynamic	3/8	3	1	0					sf				
87	87	130	130	0.25	1/4	1/4	Chord	3/8	3	1	1/16		1/16	1	1085				65	
87	87	521/4	521/4	0.25	5/16	5/16	Chord	3/8	3	1	1/16		1/16	1	1086					
88	88	261/2	261/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1087					
88	88	131	131	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	1088					
88	88	263/2	263/2	0.0	1/4	1/4	Dynamic	3/8	1	1	0					sf				
88	88	263/2	263/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	1089				66	
88	88	527/4	527/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	1090					
88	88	261/2	261/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1091					
88	88	131	131	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	1092					
88	88	263/2	263/2	0.0	1/4	1/4	Dynamic	3/8	2	1	0					sf				
88	88	263/2	263/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	1093				67	
88	88	527/4	527/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	1094					
88	88	261/2	261/2	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	1095					
88	88	131	131	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	1096					
88	88	263/2	263/2	0.0	1/4	1/4	Dynamic	3/8	3	1	0					sf				
88	88	263/2	263/2	0.25	1/4	1/4	Chord	3/8	3	1	1/16		1/16	1	1097				68	
88	88	527/4	527/4	0.25	5/16	5/16	Chord	3/8	3	1	1/16		1/16	1	1098					
89	89	132	132	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1099					
89	89	132	132	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1100					
89	89	132	132	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	1101					
90	90	269/2	269/2	0.0	1/4	1/4	Dynamic	3/8	1	1	0					pp				
90	90	269/2	269/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	1102				69	
90	90	539/4	539/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	1103					
90	90	269/2	269/2	0.0	1/4	1/4	Dynamic	3/8	2	1	0					pp				
90	90	269/2	269/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	1104				70	
90	90	539/4	539/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	1105					
90	90	269/2	269/2	0.0	1/4	1/4	Dynamic	3/8	3	1	0					pp				
90	90	269/2	269/2	0.25	1/4	1/4	Chord	3/8	3	1	1/16		1/16	1	1106				71	
90	90	539/4	539/4	0.25	5/16	5/16	Chord	3/8	3	1	1/16		1/16	1	1107					
91	91	135	135	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1108					
91	91	271/2	271/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	1109					
91	91	136	136	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	1110				72	
91	91	545/4	545/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	1111					
91	91	135	135	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1112					
91	91	271/2	271/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	1113					
91	91	136	136	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	1114				73	
91	91	545/4	545/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	1115					
91	91	135	135	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	1116					
91	91	271/2	271/2	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	1117					
