mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	crescendo_hairpin	decrescendo_hairpin
22	21	167/2	167/2	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	266				46		
22	21	84	84	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	267						
22	21	169/2	169/2	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	268		articStaccatoAbove				
22	21	85	85	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	269		articStaccatoAbove				
22	21	163/2	163/2	2.0		0	0	Chord	2/2	2	1	1/2	1/2	1	270				45		
22	21	167/2	167/2	2.0		1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	271						
22	21	163/2	163/2	1.0		0	0	Chord	2/2	3	1	1/4	1/4	1	272						
22	21	84	84	0.5		5/8	5/8	Chord	2/2	4	1	1/8	1/8	1	273		articStaccatoAbove				
22	21	169/2	169/2	0.5		3/4	3/4	Chord	2/2	4	1	1/8	1/8	1	274		articStaccatoAbove				
22	21	85	85	0.5		7/8	7/8	Chord	2/2	4	1	1/8	1/8	1	275		articStaccatoAbove				
23	22	171/2	171/2	2.0		0	0	Chord	2/2	1	1	1/2	1/2	1	276						
23	22	175/2	175/2	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	277						
23	22	88	88	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	278		articStaccatoAbove				
23	22	177/2	177/2	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	279		articStaccatoAbove				
23	22	89	89	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	280		articStaccatoAbove				
23	22	171/2	171/2	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	281						
23	22	86	86	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	282		articStaccatoAbove				
23	22	173/2	173/2	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	283		articStaccatoAbove				
23	22	87	87	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	284		articStaccatoAbove				
23	22	175/2	175/2	2.0		1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	285				47		
23	22	88	88	0.5		5/8	5/8	Chord	2/2	3	1	1/8	1/8	1	286		articStaccatoAbove				
23	22	177/2	177/2	0.5		3/4	3/4	Chord	2/2	3	1	1/8	1/8	1	287		articStaccatoAbove				
23	22	89	89	0.5		7/8	7/8	Chord	2/2	3	1	1/8	1/8	1	288		articStaccatoAbove				
23	22	171/2	171/2	1.0		0	0	Chord	2/2	4	1	1/4	1/4	1	289						
24	23	179/2	179/2	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	290						
24	23	90	90	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	291						
24	23	181/2	181/2	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	292						
24	23	91	91	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	293						
24	23	183/2	183/2	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	294				48		
24	23	92	92	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	295						
24	23	185/2	185/2	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	296		articStaccatoAbove				
24	23	93	93	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	297		articStaccatoAbove				
24	23	179/2	179/2	2.0		0	0	Chord	2/2	2	1	1/2	1/2	1	298				47		
24	23	183/2	183/2	2.0		1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	299						
24	23	179/2	179/2	1.0		0	0	Chord	2/2	3	1	1/4	1/4	1	300						
24	23	92	92	0.5		5/8	5/8	Chord	2/2	4	1	1/8	1/8	1	301		articStaccatoAbove				
24	23	185/2	185/2	0.5		3/4	3/4	Chord	2/2	4	1	1/8	1/8	1	302		articStaccatoAbove				
24	23	93	93	0.5		7/8	7/8	Chord	2/2	4	1	1/8	1/8	1	303		articStaccatoAbove				
25	24	187/2	187/2	2.0		0	0	Chord	2/2	1	1	1/2	1/2	1	304						
25	24	191/2	191/2	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	305						
25	24	96	96	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	306		articStaccatoAbove				
25	24	193/2	193/2	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	307		articStaccatoAbove				
25	24	97	97	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	308		articStaccatoAbove				
25	24	187/2	187/2	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	309						
25	24	94	94	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	310		articStaccatoAbove				
25	24	189/2	189/2	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	311		articStaccatoAbove				
25	24	95	95	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	312		articStaccatoAbove				
25	24	191/2	191/2	2.0		1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	313						
25	24	96	96	0.5		5/8	5/8	Chord	2/2	3	1	1/8	1/8	1	314		articStaccatoAbove				
25	24	193/2	193/2	0.5		3/4	3/4	Chord	2/2	3	1	1/8	1/8	1	315		articStaccatoAbove				
25	24	97	97	0.5		7/8	7/8	Chord	2/2	3	1	1/8	1/8	1	316		articStaccatoAbove				
25	24	187/2	187/2	1.0		0	0	Chord	2/2	4	1	1/4	1/4	1	317						
26	25	195/2	195/2	2.0		0	0	Chord	2/2	1	1	1/2	1/2	1	318						
26	25	199/2	199/2	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	319						
26	25	100	100	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	320		articStaccatoAbove				
26	25	201/2	201/2	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	321		articStaccatoAbove				
26	25	101	101	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	322		articStaccatoAbove				
26	25	195/2	195/2	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	323						
26	25	98	98	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	324		articStaccatoAbove				
26	25	197/2	197/2	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	325		articStaccatoAbove				
26	25	99	99	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	326		articStaccatoAbove				
26	25	199/2	199/2	2.0		1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	327						
26	25	195/2	195/2	1.0		0	0	Chord	2/2	3	1	1/4	1/4	1	328						
26	25	100	100	0.5		5/8	5/8	Chord	2/2	4	1	1/8	1/8	1	329		articStaccatoBelow				
26	25	201/2	201/2	0.5		3/4	3/4	Chord	2/2	4	1	1/8	1/8	1	330		articStaccatoBelow				
26	25	101	101	0.5		7/8	7/8	Chord	2/2	4	1	1/8	1/8	1	331		articStaccatoBelow				
27	26	203/2	203/2	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	332						
27	26	207/2	207/2	2.0		1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	333				49		
27	26	203/2	203/2	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	334		articStaccatoAbove				
27	26	102	102	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	335				50		
27	26	205/2	205/2	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	336				50		
27	26	103	103	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	337						
27	26	207/2	207/2	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	338		articStaccatoBelow				
27	26	104	104	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	339				51		
27	26	209/2	209/2	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	340				51		
27	26	105	105	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	341						
27	26	203/2	203/2	1.0		0	0	Chord	2/2	4	1	1/4	1/4	1	342						
27	26	205/2	205/2	2.0		1/4	1/4	Chord	2/2	4	1	1/2	1/2	1	343				52		
27	26	209/2	209/2	0.5		3/4	3/4	Chord	2/2	4	1	1/8	1/8	1	344				52		
27	26	105	105	0.5		7/8	7/8	Chord	2/2	4	1	1/8	1/8	1	345						
28	27	211/2	211/2	2.0		0	0	Chord	2/2	1	1	1/2	1/2	1	346				49		
28	27	215/2	215/2	2.0		1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	347						
28	27	211/2	211/2	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	348		articStaccatoBelow				
28	27	106	106	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	349				53		
28	27	213/2	213/2	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	350				53		
28	27	107	107	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	351						
28	27	215/2	215/2	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	352		articStaccatoBelow				
28	27	108	108	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	353				54		
28	27	217/2	217/2	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	354				54		
28	27	109	109	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	355						
28	27	211/2	211/2	1.0		0	0	Chord	2/2	4	1	1/4	1/4	1	356		articStaccatoAbove				
28	27	213/2	213/2	1.0		1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	357		articStaccatoAbove				
28	27	215/2	215/2	1.0		1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	358		articStaccatoAbove				
28	27	217/2	217/2	1.0		3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	359		articStaccatoAbove				
29	28	219/2	219/2	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	360		articStaccatoAbove				
29	28	110	110	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	361				55		
29	28	221/2	221/2	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	362				55		
29	28	111	111	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	363						
29	28	223/2	223/2	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	364		articStaccatoAbove				
29	28	112	112	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	365				56		
29	28	225/2	225/2	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	366				56		
29	28	113	113	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	367						
29	28	219/2	219/2	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	368						
29	28	223/2	223/2	2.0		1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	369				57		
29	28	219/2	219/2	1.0		0	0	Chord	2/2	3	1	1/4	1/4	1	370						
29	28	221/2	221/2	2.0		1/4	1/4	Chord	2/2	3	1	1/2	1/2	1	371				58		
29	28	225/2	225/2	0.5		3/4	3/4	Chord	2/2	3	1	1/8	1/8	1	372				58		
29	28	113	113	0.5		7/8	7/8	Chord	2/2	3	1	1/8	1/8	1	373						
29	28	219/2	219/2	1.0		0	0	Chord	2/2	4	1	1/4	1/4	1	374						
30	29	227/2	227/2	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	375		articStaccatoAbove				
30	29	114	114	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	376				59		
30	29	229/2	229/2	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	377				59		
30	29	115	115	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	378						
30	29	231/2	231/2	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	379		articStaccatoAbove				
30	29	116	116	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	380				60		
30	29	233/2	233/2	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	381				60		
30	29	117	117	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	382						
30	29	227/2	227/2	2.0		0	0	Chord	2/2	2	1	1/2	1/2	1	383				57		
30	29	231/2	231/2	2.0		1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	384						
30	29	227/2	227/2	1.0		0	0	Chord	2/2	3	1	1/4	1/4	1	385		articStaccatoAbove				
30	29	229/2	229/2	1.0		1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	386		articStaccatoAbove				
30	29	231/2	231/2	1.0		1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	387		articStaccatoAbove				
30	29	233/2	233/2	1.0		3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	388		articStaccatoAbove				
31	30	235/2	235/2	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	389						
31	30	239/2	239/2	2.0		1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	390				61		
31	30	235/2	235/2	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	391		articStaccatoAbove				
31	30	118	118	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	392				62		
31	30	237/2	237/2	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	393				62		
31	30	119	119	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	394						
31	30	239/2	239/2	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	395		articStaccatoBelow				
31	30	120	120	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	396				63		
31	30	241/2	241/2	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	397				63		
31	30	121	121	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	398						
31	30	235/2	235/2	1.0		0	0	Chord	2/2	3	1	1/4	1/4	1	399		articStaccatoAbove				
31	30	237/2	237/2	2.0		1/4	1/4	Chord	2/2	4	1	1/2	1/2	1	400				64		
31	30	241/2	241/2	0.5		3/4	3/4	Chord	2/2	4	1	1/8	1/8	1	401				64		
31	30	121	121	0.5		7/8	7/8	Chord	2/2	4	1	1/8	1/8	1	402						
32	31	243/2	243/2	2.0		0	0	Chord	2/2	1	1	1/2	1/2	1	403				61		
32	31	247/2	247/2	2.0		1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	404						
32	31	243/2	243/2	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	405		articStaccatoBelow				
32	31	122	122	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	406				65		
32	31	245/2	245/2	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	407				65		
32	31	123	123	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	408						
32	31	247/2	247/2	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	409		articStaccatoBelow				
32	31	124	124	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	410				66		
32	31	249/2	249/2	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	411				66		
32	31	125	125	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	412						
32	31	243/2	243/2	1.0		0	0	Chord	2/2	4	1	1/4	1/4	1	413		articStaccatoAbove				
32	31	245/2	245/2	1.0		1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	414		articStaccatoAbove				
32	31	247/2	247/2	1.0		1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	415		articStaccatoAbove				
32	31	249/2	249/2	1.0		3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	416		articStaccatoAbove				
33	32	251/2	251/2	0.0		0	0	StaffText	2/2	1	1	0						cresc.			
33	32	251/2	251/2	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	417		articStaccatoAbove				
33	32	126	126	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	418				67		
33	32	253/2	253/2	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	419				67		
33	32	127	127	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	420						
33	32	255/2	255/2	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	421		articStaccatoAbove				
33	32	128	128	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	422				68		
33	32	257/2	257/2	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	423				68		
33	32	129	129	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	424						
33	32	251/2	251/2	0.0		0	0	StaffText	2/2	2	1	0						cresc.			
33	32	251/2	251/2	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	425						
33	32	255/2	255/2	2.0		1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	426				69		
33	32	253/2	253/2	0.0		1/4	1/4	StaffText	2/2	3	1	0						cresc.			
33	32	253/2	253/2	2.0		1/4	1/4	Chord	2/2	3	1	1/2	1/2	1	427				70		
33	32	257/2	257/2	0.5		3/4	3/4	Chord	2/2	3	1	1/8	1/8	1	428				70		
33	32	129	129	0.5		7/8	7/8	Chord	2/2	3	1	1/8	1/8	1	429						
33	32	251/2	251/2	1.0		0	0	Chord	2/2	4	1	1/4	1/4	1	430						
33	32	253/2	253/2	0.0		1/4	1/4	StaffText	2/2	4	1	0						cresc.			
33	32	253/2	253/2	2.0		1/4	1/4	Chord	2/2	4	1	1/2	1/2	1	431				71		
33	32	257/2	257/2	0.5		3/4	3/4	Chord	2/2	4	1	1/8	1/8	1	432				71		
33	32	129	129	0.5		7/8	7/8	Chord	2/2	4	1	1/8	1/8	1	433						
34	33	259/2	259/2	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	434		articStaccatoAbove				
34	33	130	130	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	435				72		
34	33	261/2	261/2	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	436				72		
34	33	131	131	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	437						
34	33	263/2	263/2	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	438		articStaccatoAbove				
34	33	132	132	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	439				73		
34	33	265/2	265/2	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	440				73		
34	33	133	133	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	441						
34	33	259/2	259/2	2.0		0	0	Chord	2/2	2	1	1/2	1/2	1	442				69		
34	33	263/2	263/2	2.0		1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	443						
34	33	259/2	259/2	1.0		0	0	Chord	2/2	3	1	1/4	1/4	1	444		articStaccatoAbove				
34	33	261/2	261/2	1.0		1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	445		articStaccatoAbove				
34	33	263/2	263/2	1.0		1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	446		articStaccatoAbove				
34	33	265/2	265/2	1.0		3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	447		articStaccatoAbove				
34	33	259/2	259/2	1.0		0	0	Chord	2/2	4	1	1/4	1/4	1	448		articStaccatoAbove				
34	33	261/2	261/2	1.0		1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	449		articStaccatoAbove				
34	33	263/2	263/2	1.0		1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	450		articStaccatoAbove				
34	33	265/2	265/2	1.0		3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	451		articStaccatoAbove				
35	34	267/2	267/2	0.0		0	0	Dynamic	2/2	1	1	0				f					
35	34	267/2	267/2	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	452		articStaccatoAbove				
35	34	134	134	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	453				74		
35	34	269/2	269/2	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	454				74		
35	34	135	135	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	455						
35	34	271/2	271/2	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	456		articStaccatoAbove				
35	34	136	136	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	457				75		
35	34	273/2	273/2	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	458				75		
35	34	137	137	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	459						
35	34	267/2	267/2	0.0		0	0	Dynamic	2/2	2	1	0				f					
35	34	267/2	267/2	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	460		articStaccatoAbove				
35	34	134	134	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	461				76		
35	34	269/2	269/2	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	462				76		
35	34	135	135	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	463						
35	34	271/2	271/2	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	464		articStaccatoAbove				
35	34	136	136	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	465				77		
35	34	273/2	273/2	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	466				77		
35	34	137	137	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	467						
35	34	267/2	267/2	0.0		0	0	Dynamic	2/2	3	1	0				f					
35	34	267/2	267/2	1.0		0	0	Chord	2/2	3	1	1/4	1/4	1	468						
35	34	269/2	269/2	1.0		1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	469						
35	34	271/2	271/2	1.0		1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	470						
35	34	273/2	273/2	1.0		3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	471						
35	34	267/2	267/2	0.0		0	0	Dynamic	2/2	4	1	0				f					
35	34	267/2	267/2	1.0		0	0	Chord	2/2	4	1	1/4	1/4	1	472						
35	34	269/2	269/2	1.0		1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	473						
35	34	271/2	271/2	1.0		1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	474						
35	34	273/2	273/2	1.0		3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	475						
36	35	275/2	275/2	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	476						
36	35	275/2	275/2	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	477						
36	35	275/2	275/2	1.0		0	0	Chord	2/2	3	1	1/4	1/4	1	478						
36	35	275/2	275/2	1.0		0	0	Chord	2/2	4	1	1/4	1/4	1	479						
37	36	283/2	283/2	0.0		0	0	Dynamic	2/2	1	1	0				pp					
37	36	283/2	283/2	4.0		0	0	Chord	2/2	1	1	1	1	1	480				78		
37	36	283/2	283/2	0.0		0	0	Dynamic	2/2	3	1	0				pp					
37	36	283/2	283/2	4.0		0	0	Chord	2/2	3	1	1	1	1	481				79		
37	36	283/2	283/2	0.0		0	0	Dynamic	2/2	4	1	0				pp					
37	36	283/2	283/2	4.0		0	0	Chord	2/2	4	1	1	1	1	482				80		
38	37	291/2	291/2	4.0		0	0	Chord	2/2	1	1	1	1	1	483				78		
38	37	291/2	291/2	0.0		0	0	Dynamic	2/2	2	1	0				pp					
38	37	291/2	291/2	4.0		0	0	Chord	2/2	2	1	1	1	1	484				81		
38	37	291/2	291/2	4.0		0	0	Chord	2/2	3	1	1	1	1	485				79		
38	37	291/2	291/2	4.0		0	0	Chord	2/2	4	1	1	1	1	486				80		
39	38	299/2	299/2	4.0		0	0	Chord	2/2	1	1	1	1	1	487				78		
39	38	299/2	299/2	4.0		0	0	Chord	2/2	2	1	1	1	1	488				81		
39	38	299/2	299/2	4.0		0	0	Chord	2/2	3	1	1	1	1	489				79		
39	38	299/2	299/2	4.0		0	0	Chord	2/2	4	1	1	1	1	490				80		
40	39	307/2	307/2	4.0		0	0	Chord	2/2	1	1	1	1	1	491						
40	39	307/2	307/2	4.0		0	0	Chord	2/2	2	1	1	1	1	492						
40	39	307/2	307/2	4.0		0	0	Chord	2/2	3	1	1	1	1	493						
40	39	307/2	307/2	4.0		0	0	Chord	2/2	4	1	1	1	1	494						
41	40	315/2	315/2	0.0		0	0	StaffText	2/2	1	1	0						cresc.			
41	40	315/2	315/2	2.0		0	0	Chord	2/2	1	1	1/2	1/2	1	495				82		
41	40	319/2	319/2	2.0		1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	496				82, 83		
41	40	315/2	315/2	0.0		0	0	StaffText	2/2	2	1	0						cresc.			
41	40	315/2	315/2	2.0		0	0	Chord	2/2	2	1	1/2	1/2	1	497				84		
41	40	319/2	319/2	2.0		1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	498				84		
41	40	315/2	315/2	0.0		0	0	StaffText	2/2	3	1	0						cresc.			
41	40	315/2	315/2	2.0		0	0	Chord	2/2	3	1	1/2	1/2	1	499				85		
41	40	319/2	319/2	2.0		1/2	1/2	Chord	2/2	3	1	1/2	1/2	1	500						
41	40	315/2	315/2	0.0		0	0	StaffText	2/2	4	1	0						cresc.			
41	40	315/2	315/2	2.0		0	0	Chord	2/2	4	1	1/2	1/2	1	501				86		
41	40	319/2	319/2	2.0		1/2	1/2	Chord	2/2	4	1	1/2	1/2	1	502				86		
42	41	323/2	323/2	2.0		0	0	Chord	2/2	1	1	1/2	1/2	1	503				82		
42	41	327/2	327/2	2.0		1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	504						
42	41	323/2	323/2	2.0		0	0	Chord	2/2	2	1	1/2	1/2	1	505				84		
42	41	327/2	327/2	2.0		1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	506						
42	41	323/2	323/2	2.0		0	0	Chord	2/2	3	1	1/2	1/2	1	507				87		
42	41	327/2	327/2	2.0		1/2	1/2	Chord	2/2	3	1	1/2	1/2	1	508						
42	41	323/2	323/2	2.0		0	0	Chord	2/2	4	1	1/2	1/2	1	509				86		
42	41	327/2	327/2	2.0		1/2	1/2	Chord	2/2	4	1	1/2	1/2	1	510						
43	42	331/2	331/2	0.0		0	0	Dynamic	2/2	1	1	0				p					
43	42	331/2	331/2	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	511				88		
43	42	333/2	333/2	2.0		1/4	1/4	Chord	2/2	1	1	1/2	1/2	1	512				88		
43	42	337/2	337/2	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	513						
43	42	331/2	331/2	0.0		0	0	Dynamic	2/2	2	1	0				p					
43	42	331/2	331/2	2.0		0	0	Chord	2/2	2	1	1/2	1/2	1	514						
43	42	335/2	335/2	2.0		1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	515						
43	42	331/2	331/2	0.0		0	0	Dynamic	2/2	3	1	0				p					
43	42	331/2	331/2	2.0		0	0	Chord	2/2	3	1	1/2	1/2	1	516				89		
43	42	335/2	335/2	2.0		1/2	1/2	Chord	2/2	3	1	1/2	1/2	1	517						
43	42	331/2	331/2	0.0		0	0	Dynamic	2/2	4	1	0				p					
43	42	331/2	331/2	2.0		0	0	Chord	2/2	4	1	1/2	1/2	1	518				90		
43	42	335/2	335/2	2.0		1/2	1/2	Chord	2/2	4	1	1/2	1/2	1	519						
44	43	339/2	339/2	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	520				91		
44	43	341/2	341/2	1.0		1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	521				91		
44	43	343/2	343/2	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	522						
44	43	345/2	345/2	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	523		articStaccatoAbove				
44	43	339/2	339/2	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	524						
44	43	339/2	339/2	1.0		0	0	Chord	2/2	3	1	1/4	1/4	1	525						
