mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	diminuendo_line	decrescendo_hairpin	crescendo_hairpin	crescendo_line
126	126	753/2	753/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	1346									323				
126	126	377	377	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1347													
126	126	376	376	0.0	1/4	1/4	Dynamic	3/4	4	1	0					sf												
126	126	376	376	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	1348													
127	127	378	378	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1349									324				
127	127	757/2	757/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1350									324				
127	127	379	379	0.0	1/4	1/4	Dynamic	3/4	1	1	0					sf												
127	127	379	379	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1351													
127	127	759/2	759/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1352									325				
127	127	380	380	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1353									325				
127	127	761/2	761/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1354													
127	127	757/2	757/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1355									326				
127	127	379	379	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1356													
127	127	380	380	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1357									327				
127	127	761/2	761/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1358													
127	127	759/2	759/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	1359									328				
127	127	380	380	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1360													
127	127	379	379	0.0	1/4	1/4	Dynamic	3/4	4	1	0					sf												
127	127	379	379	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	1361													
128	128	381	381	0.0	0	0	Dynamic	3/4	1	1	0					f												
128	128	381	381	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	1362													
128	128	765/2	765/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1363									329				
128	128	383	383	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1364									329				
128	128	767/2	767/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1365													
128	128	381	381	0.0	0	0	Dynamic	3/4	2	1	0					f												
128	128	381	381	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1366									330				
128	128	763/2	763/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1367									330				
128	128	382	382	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1368													
128	128	383	383	0.0	1/2	1/2	Dynamic	3/4	2	1	0					sf												
128	128	383	383	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1369													
128	128	381	381	0.0	0	0	Dynamic	3/4	3	1	0					f												
128	128	381	381	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	1370									331				
128	128	763/2	763/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	1371									331				
128	128	382	382	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1372													
128	128	383	383	0.0	1/2	1/2	Dynamic	3/4	3	1	0					sf												
128	128	383	383	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1373													
128	128	381	381	0.0	0	0	Dynamic	3/4	4	1	0					f												
128	128	381	381	0.5	0	0	Chord	3/4	4	1	1/8		1/8	1	1374									332				
128	128	763/2	763/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	1375									332				
128	128	382	382	0.5	1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	1376													
128	128	383	383	0.0	1/2	1/2	Dynamic	3/4	4	1	0					sf												
128	128	383	383	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	1377													
129	129	384	384	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1378									333				
129	129	769/2	769/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1379									333				
129	129	385	385	0.0	1/4	1/4	Dynamic	3/4	1	1	0					sf												
129	129	385	385	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1380													
129	129	771/2	771/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1381									334				
129	129	386	386	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1382									334				
129	129	773/2	773/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1383													
129	129	769/2	769/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1384									335				
129	129	385	385	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1385													
129	129	386	386	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1386									336				
129	129	773/2	773/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1387													
129	129	771/2	771/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	1388									337				
129	129	386	386	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1389													
129	129	385	385	0.0	1/4	1/4	Dynamic	3/4	4	1	0					sf												
129	129	385	385	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	1390													
130	130	387	387	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1391									338				
130	130	775/2	775/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1392									338				
130	130	388	388	0.0	1/4	1/4	Dynamic	3/4	1	1	0					sf												
130	130	388	388	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1393													
130	130	777/2	777/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1394									339				
130	130	389	389	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1395									339				
130	130	779/2	779/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1396													
130	130	775/2	775/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1397									340				
130	130	388	388	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1398													
130	130	389	389	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1399									341				
130	130	779/2	779/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1400													
130	130	777/2	777/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	1401									342				
130	130	389	389	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1402													
130	130	388	388	0.0	1/4	1/4	Dynamic	3/4	4	1	0					sf												
130	130	388	388	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	1403													
131	131	390	390	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1404									343				
131	131	781/2	781/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1405									343				
131	131	391	391	0.0	1/4	1/4	Dynamic	3/4	1	1	0					sf												
131	131	391	391	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1406													
131	131	783/2	783/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1407									344				
131	131	392	392	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1408									344				
131	131	785/2	785/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1409													
131	131	390	390	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1410									345				
131	131	781/2	781/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1411													
131	131	783/2	783/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1412									346				
131	131	392	392	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1413													
131	131	783/2	783/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	1414									347				
131	131	392	392	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1415													
131	131	391	391	0.0	1/4	1/4	Dynamic	3/4	4	1	0					sf												
131	131	391	391	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	1416													
132	132	789/2	789/2	0.0	3/8	3/8	StaffText	3/4	1	1	0							"<font size=""9.7197""/><font face=""Times New Roman""/><i>dim.</i>"										
132	132	789/2	789/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1417									348				
132	132	395	395	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1418									348				
132	132	791/2	791/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1419													
132	132	393	393	0.0	0	0	StaffText	3/4	2	1	0							"<font size=""9.7197""/><font face=""Times New Roman""/><i>dim.</i>"										
132	132	393	393	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1420									349				
132	132	787/2	787/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1421									349				
132	132	394	394	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1422													
132	132	789/2	789/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1423									350				
132	132	395	395	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1424									350				
132	132	791/2	791/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1425													
132	132	393	393	0.0	0	0	StaffText	3/4	3	1	0							"<font size=""9.7197""/><font face=""Times New Roman""/><i>dim.</i>"										
132	132	393	393	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	1426									351				
132	132	787/2	787/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	1427									351				
132	132	394	394	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1428													
132	132	789/2	789/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	1429									352				
132	132	395	395	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1430									352				
132	132	791/2	791/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	1431													
132	132	393	393	0.0	0	0	StaffText	3/4	4	1	0							"<font size=""9.7197""/><font face=""Times New Roman""/><i>dim.</i>"										
132	132	393	393	0.5	0	0	Chord	3/4	4	1	1/8		1/8	1	1432									353				
132	132	787/2	787/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	1433									353				
132	132	394	394	0.5	1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	1434													
132	132	395	395	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	1435													
133	133	795/2	795/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1436									354				
133	133	398	398	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1437									354				
133	133	797/2	797/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1438													
133	133	396	396	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1439									355				
133	133	793/2	793/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1440									355				
133	133	397	397	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1441													
133	133	795/2	795/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1442									356				
133	133	398	398	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1443									356				
133	133	797/2	797/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1444													
133	133	396	396	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	1445									357				
133	133	793/2	793/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	1446									357				
133	133	397	397	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1447													
133	133	795/2	795/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	1448									358				
133	133	398	398	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1449									358				
133	133	797/2	797/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	1450													
133	133	396	396	0.5	0	0	Chord	3/4	4	1	1/8		1/8	1	1451									359				
133	133	793/2	793/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	1452									359				
133	133	397	397	0.5	1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	1453													
133	133	398	398	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	1454													
134	134	801/2	801/2	0.0	3/8	3/8	Dynamic	3/4	1	1	0					p												
134	134	801/2	801/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1455									360				
134	134	401	401	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1456									360				
134	134	803/2	803/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1457													
134	134	399	399	0.0	0	0	Dynamic	3/4	2	1	0					p												
134	134	399	399	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1458									361				
134	134	799/2	799/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1459									361				
134	134	400	400	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1460													
134	134	801/2	801/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1461									362				
134	134	401	401	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1462									362				
134	134	803/2	803/2	0.0	5/8	5/8	StaffText	3/4	2	1	0							"<font size=""9.7197""/><font face=""Times New Roman""/><i>piu p</i>"										
134	134	803/2	803/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1463													
134	134	399	399	0.0	0	0	Dynamic	3/4	3	1	0					p												
134	134	399	399	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	1464									363				
134	134	799/2	799/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	1465									363				
134	134	400	400	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1466													
134	134	801/2	801/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	1467									364				
134	134	401	401	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1468									364				
134	134	803/2	803/2	0.0	5/8	5/8	StaffText	3/4	3	1	0							"<font size=""9.7197""/><font face=""Times New Roman""/><i>piu p</i>"										
134	134	803/2	803/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	1469													
134	134	399	399	0.0	0	0	Dynamic	3/4	4	1	0					p												
134	134	399	399	0.5	0	0	Chord	3/4	4	1	1/8		1/8	1	1470									365				
134	134	799/2	799/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	1471									365				
134	134	400	400	0.5	1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	1472													
134	134	401	401	0.0	1/2	1/2	StaffText	3/4	4	1	0							"<font size=""9.7197""/><font face=""Times New Roman""/><i>piu p</i>"										
134	134	401	401	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	1473													
135	135	807/2	807/2	0.0	3/8	3/8	StaffText	3/4	1	1	0							"<font size=""9.7197""/><font face=""Times New Roman""/><i>piu p</i>"										
135	135	807/2	807/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1474									366				
135	135	404	404	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1475									366				
135	135	809/2	809/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1476													
135	135	402	402	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1477									367				
135	135	805/2	805/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1478									367				
135	135	403	403	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1479													
135	135	807/2	807/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1480									368				
135	135	404	404	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1481									368				
135	135	809/2	809/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1482													
135	135	402	402	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	1483									369				
135	135	805/2	805/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	1484									369				
135	135	403	403	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1485													
135	135	807/2	807/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	1486									370				
135	135	404	404	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1487									370				
135	135	809/2	809/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	1488													
135	135	402	402	0.0	0	0	Dynamic	3/4	4	1	0					p												
135	135	402	402	0.5	0	0	Chord	3/4	4	1	1/8		1/8	1	1489									371				
135	135	805/2	805/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	1490									371				
135	135	403	403	0.5	1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	1491													
135	135	404	404	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	1492													
136	136	405	405	0.0	0	0	Dynamic	3/4	1	1	0					pp												
136	136	405	405	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1493									372				
136	136	811/2	811/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1494									372				
136	136	406	406	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1495									372				
136	136	813/2	813/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1496									372				
136	136	407	407	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1497									372				
136	136	815/2	815/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1498									372				
136	136	405	405	0.0	0	0	Dynamic	3/4	2	1	0					pp												
136	136	405	405	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1499									373				
136	136	811/2	811/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1500									373				
136	136	406	406	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1501									373				
136	136	813/2	813/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1502									373				
136	136	407	407	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1503									373				
136	136	815/2	815/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1504									373				
136	136	405	405	0.0	0	0	Dynamic	3/4	3	1	0					pp												
136	136	405	405	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	1505									374				
136	136	811/2	811/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	1506									374				
136	136	406	406	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1507									374				
136	136	813/2	813/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	1508									374				
136	136	407	407	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1509									374				
136	136	815/2	815/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	1510									374				
137	137	408	408	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1511									372				
137	137	817/2	817/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1512									372				
137	137	409	409	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1513									372				
137	137	819/2	819/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1514									372				
137	137	410	410	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1515									372				
137	137	821/2	821/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1516									372				
137	137	408	408	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1517									373				
137	137	817/2	817/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1518									373				
137	137	409	409	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1519									373				
137	137	819/2	819/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1520									373				
137	137	410	410	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1521									373				
137	137	821/2	821/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1522									373				
137	137	408	408	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	1523									374				
137	137	817/2	817/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	1524									374				
137	137	409	409	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1525									374				
137	137	819/2	819/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	1526									374				
137	137	410	410	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1527									374				
137	137	821/2	821/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	1528									374				
138	138	411	411	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1529									372				
138	138	823/2	823/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1530									372				
138	138	412	412	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1531									372				
138	138	825/2	825/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1532									372				
138	138	413	413	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1533									372				
138	138	827/2	827/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1534									372				
138	138	411	411	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1535									373				
138	138	823/2	823/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1536									373				
138	138	412	412	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1537									373				
138	138	825/2	825/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1538									373				
138	138	413	413	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1539									373				
138	138	827/2	827/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1540									373				
138	138	411	411	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	1541									374				
138	138	823/2	823/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	1542									374				
138	138	412	412	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1543									374				
138	138	825/2	825/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	1544									374				
138	138	413	413	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1545									374				
138	138	827/2	827/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	1546									374				
139	139	414	414	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1547									372				
139	139	829/2	829/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1548									372				
139	139	415	415	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1549									372				
139	139	831/2	831/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1550									372				
139	139	416	416	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1551									372				
139	139	833/2	833/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1552													
139	139	414	414	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1553									373				
139	139	829/2	829/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1554									373				
139	139	415	415	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1555									373				
139	139	831/2	831/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1556									373				
139	139	416	416	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1557									373				
139	139	833/2	833/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1558													
139	139	414	414	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	1559									374				
139	139	829/2	829/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	1560									374				
139	139	415	415	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1561									374				
139	139	831/2	831/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	1562									374				
139	139	416	416	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1563									374				
139	139	833/2	833/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	1564													
139	139	415	415	0.0	1/4	1/4	Dynamic	3/4	4	1	0					pp												
139	139	415	415	2.0	1/4	1/4	Chord	3/4	4	1	1/2		1/2	1	1565													
140	140	417	417	0.0	0	0	StaffText	3/4	1	1	0							"<font size=""9.7197""/><font face=""Times New Roman""/><i>cresc.</i>"										
140	140	417	417	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1566									375				
140	140	835/2	835/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1567									375				
140	140	418	418	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1568									375				
140	140	837/2	837/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1569									375				
140	140	419	419	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1570									375				
140	140	839/2	839/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1571									375				
140	140	417	417	0.0	0	0	StaffText	3/4	2	1	0							"<font size=""9.7197""/><font face=""Times New Roman""/><i>cresc.</i>"										
140	140	417	417	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1572									376				
140	140	835/2	835/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1573									376				
140	140	418	418	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1574									376				
140	140	837/2	837/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1575									376				
140	140	419	419	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1576									376				
140	140	839/2	839/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1577									376				
140	140	417	417	0.0	0	0	StaffText	3/4	3	1	0							"<font size=""9.7197""/><font face=""Times New Roman""/><i>cresc.</i>"										
140	140	417	417	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	1578									377				
140	140	835/2	835/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	1579									377				
140	140	418	418	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1580									377				
140	140	837/2	837/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	1581									377				
140	140	419	419	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1582									377				
140	140	839/2	839/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	1583									377				
140	140	417	417	0.0	0	0	StaffText	3/4	4	1	0							"<font size=""9.7197""/><font face=""Times New Roman""/><i>cresc.</i>"										
140	140	417	417	0.5	0	0	Chord	3/4	4	1	1/8		1/8	1	1584									378				
140	140	835/2	835/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	1585									378				
140	140	418	418	0.5	1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	1586									378				
140	140	837/2	837/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	1587									378				
140	140	419	419	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	1588									378				
140	140	839/2	839/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	1589									378				
141	141	420	420	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1590									375				
141	141	841/2	841/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1591									375				
141	141	421	421	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1592									375				
