mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur
15	14	56	56	0.0		3/4	3/4	Dynamic	4/4	1	1	0						ff			
15	14	56	56	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	275		articStaccatoAbove		
15	14	53	53	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	276		articStaccatoBelow		
15	14	54	54	1.0		1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	277		articStaccatoBelow		
15	14	55	55	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	278		articStaccatoBelow		
15	14	53	53	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	279		articStaccatoAbove		
15	14	54	54	1.0		1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	280		articStaccatoAbove		
15	14	55	55	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	281		articStaccatoAbove		
15	14	53	53	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	282		articStaccatoBelow		
15	14	54	54	1.0		1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	283		articStaccatoBelow		
15	14	55	55	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	284		articStaccatoBelow		
16	15	57	57	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	285		articStaccatoBelow		
16	15	59	59	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	286		articStaccatoBelow		
16	15	57	57	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	287		articStaccatoAbove		
16	15	59	59	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	288		articStaccatoAbove		
16	15	57	57	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	289		articStaccatoBelow		
16	15	59	59	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	290		articStaccatoBelow		
17	16	64	64	0.0		3/4	3/4	Dynamic	4/4	1	1	0						ff			
17	16	64	64	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	291		articStaccatoAbove		
17	16	61	61	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	292		articStaccatoBelow		
17	16	62	62	1.0		1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	293		articStaccatoBelow		
17	16	63	63	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	294		articStaccatoBelow		
17	16	61	61	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	295		articStaccatoAbove		
17	16	62	62	1.0		1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	296		articStaccatoAbove		
17	16	63	63	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	297		articStaccatoAbove		
17	16	61	61	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	298		articStaccatoBelow		
17	16	62	62	1.0		1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	299		articStaccatoBelow		
17	16	63	63	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	300		articStaccatoBelow		
18	17	65	65	0.5		0	0	Chord	4/4	1	1	1/8			1/8	1	301				35
18	17	131/2	131/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	302				
18	17	66	66	2.0		1/4	1/4	Chord	4/4	1	1	1/2			1/2	1	303				
18	17	68	68	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	304				
18	17	66	66	0.0		1/4	1/4	Dynamic	4/4	2	1	0						ff			
18	17	66	66	1.0		1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	305				36
18	17	67	67	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	306				36
18	17	68	68	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	307				
18	17	66	66	0.0		1/4	1/4	Dynamic	4/4	3	1	0						ff			
18	17	66	66	1.0		1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	308				37
18	17	67	67	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	309				37
18	17	68	68	1.0		3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	310				
18	17	65	65	0.0		0	0	Dynamic	4/4	4	1	0						ff			
18	17	65	65	2.0		0	0	Chord	4/4	4	1	1/2			1/2	1	311				38
18	17	67	67	2.0		1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	312				38
19	18	69	69	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	313				
19	18	70	70	2.0		1/4	1/4	Chord	4/4	1	1	1/2			1/2	1	314				
19	18	72	72	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	315				39
19	18	69	69	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	316				40
19	18	70	70	1.0		1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	317				40
19	18	71	71	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	318				40
19	18	72	72	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	319				
19	18	69	69	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	320				41
19	18	70	70	1.0		1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	321				41
19	18	71	71	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	322				41
19	18	72	72	1.0		3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	323				
19	18	69	69	2.0		0	0	Chord	4/4	4	1	1/2			1/2	1	324				38
19	18	71	71	2.0		1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	325				
20	19	73	73	0.5		0	0	Chord	4/4	1	1	1/8			1/8	1	326				39
20	19	147/2	147/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	327				
20	19	74	74	0.5		1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	328				42
20	19	149/2	149/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	329				
20	19	75	75	0.5		1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	330				43
20	19	151/2	151/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	331				
20	19	76	76	0.5		3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	332		articStaccatoAbove		
20	19	153/2	153/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	333		articStaccatoAbove		
20	19	73	73	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	334				44
20	19	74	74	1.0		1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	335				44
20	19	75	75	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	336				44
20	19	76	76	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	337				
20	19	73	73	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	338				45
20	19	74	74	1.0		1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	339				45
20	19	75	75	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	340				45
20	19	76	76	1.0		3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	341				
20	19	73	73	3.0		0	0	Chord	4/4	4	1	3/4			1/2	3/2	342				
20	19	76	76	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	343				
21	20	77	77	0.0		0	0	Dynamic	4/4	1	1	0						p			
21	20	77	77	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	344				
21	20	159/2	159/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	345				46
21	20	80	80	0.5		3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	346				46
21	20	161/2	161/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	347				
21	20	77	77	0.0		0	0	Dynamic	4/4	2	1	0						p			
21	20	77	77	0.5		0	0	Chord	4/4	2	1	1/8			1/8	1	348				
21	20	155/2	155/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	349				
21	20	78	78	0.5		1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	350				
21	20	157/2	157/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	351				
21	20	79	79	0.5		1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	352				
21	20	159/2	159/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	353				
21	20	80	80	0.5		3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	354				
21	20	161/2	161/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	355				
21	20	77	77	0.0		0	0	Dynamic	4/4	3	1	0						p			
21	20	77	77	0.5		0	0	Chord	4/4	3	1	1/8			1/8	1	356				
21	20	155/2	155/2	0.5		1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	357				
21	20	78	78	0.5		1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	358				
21	20	157/2	157/2	0.5		3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	359				
21	20	79	79	0.5		1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	360				
21	20	159/2	159/2	0.5		5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	361				
21	20	80	80	0.5		3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	362				
21	20	161/2	161/2	0.5		7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	363				
21	20	77	77	0.0		0	0	Dynamic	4/4	4	1	0						p			
21	20	77	77	0.5		0	0	Chord	4/4	4	1	1/8			1/8	1	364				
21	20	155/2	155/2	0.5		1/8	1/8	Chord	4/4	4	1	1/8			1/8	1	365				
21	20	78	78	0.5		1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	366				
21	20	157/2	157/2	0.5		3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	367				
21	20	79	79	0.5		1/2	1/2	Chord	4/4	4	1	1/8			1/8	1	368				
21	20	159/2	159/2	0.5		5/8	5/8	Chord	4/4	4	1	1/8			1/8	1	369				
21	20	80	80	0.5		3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	370				
21	20	161/2	161/2	0.5		7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	371				
22	21	81	81	0.5		0	0	Chord	4/4	1	1	1/8			1/8	1	372				47
22	21	163/2	163/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	373				
22	21	82	82	0.5		1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	374		articStaccatoAbove		
22	21	165/2	165/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	375		articStaccatoAbove		
22	21	83	83	0.5		1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	376		articStaccatoBelow		
22	21	167/2	167/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	377		articStaccatoBelow		
22	21	84	84	0.5		3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	378		articStaccatoBelow		
22	21	169/2	169/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	379		articStaccatoBelow		
22	21	163/2	163/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	380				
22	21	82	82	0.5		1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	381				
22	21	165/2	165/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	382				
22	21	83	83	0.5		1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	383				
22	21	167/2	167/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	384				
22	21	84	84	0.5		3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	385				
22	21	169/2	169/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	386				
22	21	163/2	163/2	0.5		1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	387				
22	21	82	82	0.5		1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	388				
22	21	165/2	165/2	0.5		3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	389				
22	21	83	83	0.5		1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	390				
22	21	167/2	167/2	0.5		5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	391				
22	21	84	84	0.5		3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	392				
22	21	169/2	169/2	0.5		7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	393				
22	21	81	81	0.5		0	0	Chord	4/4	4	1	1/8			1/8	1	394				
22	21	163/2	163/2	0.5		1/8	1/8	Chord	4/4	4	1	1/8			1/8	1	395				
22	21	82	82	0.5		1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	396				
22	21	165/2	165/2	0.5		3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	397				
22	21	83	83	0.5		1/2	1/2	Chord	4/4	4	1	1/8			1/8	1	398				
22	21	167/2	167/2	0.5		5/8	5/8	Chord	4/4	4	1	1/8			1/8	1	399				
22	21	84	84	0.5		3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	400				
22	21	169/2	169/2	0.5		7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	401				
23	22	85	85	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	402				48
23	22	86	86	1.0		1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	403				
23	22	175/2	175/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	404				49
23	22	88	88	0.5		3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	405				49
23	22	177/2	177/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	406				
23	22	171/2	171/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	407				
23	22	86	86	0.5		1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	408				
23	22	173/2	173/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	409				
23	22	87	87	0.5		1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	410				
23	22	175/2	175/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	411				
23	22	88	88	0.5		3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	412				
23	22	177/2	177/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	413				
23	22	171/2	171/2	0.5		1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	414				
23	22	86	86	0.5		1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	415				
23	22	173/2	173/2	0.5		3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	416				
23	22	87	87	0.5		1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	417				
23	22	175/2	175/2	0.5		5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	418				
23	22	88	88	0.5		3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	419				
23	22	177/2	177/2	0.5		7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	420				
23	22	85	85	0.5		0	0	Chord	4/4	4	1	1/8			1/8	1	421				
23	22	171/2	171/2	0.5		1/8	1/8	Chord	4/4	4	1	1/8			1/8	1	422				
23	22	86	86	0.5		1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	423				
23	22	173/2	173/2	0.5		3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	424				
23	22	87	87	0.5		1/2	1/2	Chord	4/4	4	1	1/8			1/8	1	425				
23	22	175/2	175/2	0.5		5/8	5/8	Chord	4/4	4	1	1/8			1/8	1	426				
23	22	88	88	0.5		3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	427				
23	22	177/2	177/2	0.5		7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	428				
24	23	89	89	0.5		0	0	Chord	4/4	1	1	1/8			1/8	1	429				50
24	23	179/2	179/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	430				
24	23	90	90	0.5		1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	431		articStaccatoAbove		
24	23	181/2	181/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	432		articStaccatoAbove		
24	23	91	91	0.5		1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	433		articStaccatoBelow		
24	23	183/2	183/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	434		articStaccatoBelow		
24	23	92	92	0.5		3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	435		articStaccatoBelow		
24	23	185/2	185/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	436		articStaccatoBelow		
24	23	179/2	179/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	437				
24	23	90	90	0.5		1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	438				
24	23	181/2	181/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	439				
24	23	91	91	0.5		1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	440				
24	23	183/2	183/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	441				
24	23	92	92	0.5		3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	442				
24	23	185/2	185/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	443				
24	23	179/2	179/2	0.5		1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	444				
24	23	90	90	0.5		1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	445				
24	23	181/2	181/2	0.5		3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	446				
24	23	91	91	0.5		1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	447				
24	23	183/2	183/2	0.5		5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	448				
24	23	92	92	0.5		3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	449				
24	23	185/2	185/2	0.5		7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	450				
24	23	89	89	0.5		0	0	Chord	4/4	4	1	1/8			1/8	1	451				
24	23	179/2	179/2	0.5		1/8	1/8	Chord	4/4	4	1	1/8			1/8	1	452				
24	23	90	90	0.5		1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	453				
24	23	181/2	181/2	0.5		3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	454				
24	23	91	91	0.5		1/2	1/2	Chord	4/4	4	1	1/8			1/8	1	455				
24	23	183/2	183/2	0.5		5/8	5/8	Chord	4/4	4	1	1/8			1/8	1	456				
24	23	92	92	0.5		3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	457				
24	23	185/2	185/2	0.5		7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	458				
25	24	93	93	0.5		0	0	Chord	4/4	1	1	1/8			1/8	1	459				51
25	24	187/2	187/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	460				
25	24	377/4	377/4	0.0		5/16	5/16	Dynamic	4/4	1	1	0						sf			
25	24	377/4	377/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	461				
25	24	189/2	189/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	462				
25	24	379/4	379/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	463				
25	24	95	95	0.5		1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	464				52
25	24	191/2	191/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	465				
25	24	385/4	385/4	0.0		13/16	13/16	Dynamic	4/4	1	1	0						sf			
25	24	385/4	385/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	466				
25	24	193/2	193/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	467				
25	24	387/4	387/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	468				
25	24	187/2	187/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	469				
25	24	94	94	0.5		1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	470				
25	24	189/2	189/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	471				
25	24	191/2	191/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	472				
25	24	96	96	0.5		3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	473				
25	24	193/2	193/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	474				
25	24	187/2	187/2	0.5		1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	475				
25	24	94	94	0.0		1/4	1/4	Dynamic	4/4	3	1	0						sf			
25	24	94	94	0.0		1/4	1/4	Dynamic	4/4	3	1	0						sf			
25	24	94	94	0.5		1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	476				
25	24	189/2	189/2	0.5		3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	477				
25	24	191/2	191/2	0.5		5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	478				
25	24	96	96	0.0		3/4	3/4	Dynamic	4/4	3	1	0						sf			
25	24	96	96	0.0		3/4	3/4	Dynamic	4/4	3	1	0						sf			
25	24	96	96	0.5		3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	479				
25	24	193/2	193/2	0.5		7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	480				
25	24	93	93	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	481		articStaccatoBelow		
25	24	94	94	0.0		1/4	1/4	Dynamic	4/4	4	1	0						sf			
25	24	94	94	1.0		1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	482		articStaccatoBelow		
25	24	95	95	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	483		articStaccatoBelow		
25	24	96	96	0.0		3/4	3/4	Dynamic	4/4	4	1	0						sf			
25	24	96	96	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	484		articStaccatoBelow		
26	25	97	97	0.0		0	0	Dynamic	4/4	1	1	0						ff			
26	25	97	97	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	485				
26	25	98	98	1.0		1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	486				
26	25	97	97	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	487				
26	25	98	98	1.0		1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	488				
26	25	97	97	0.0		0	0	Dynamic	4/4	3	1	0						ff			
26	25	97	97	0.0		0	0	Dynamic	4/4	3	1	0						ff			
26	25	97	97	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	489				
26	25	98	98	1.0		1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	490				
26	25	97	97	0.0		0	0	Dynamic	4/4	4	1	0						ff			
26	25	97	97	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	491				
26	25	98	98	1.0		1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	492				
27	26	101	101	0.0		0	0	Dynamic	4/4	1	1	0						fp			
27	26	101	101	1.5		0	0	Chord	4/4	1	1	3/8			1/4	3/2	493				
27	26	205/2	205/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	494		articStaccatoAbove		
27	26	103	103	0.5		1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	495				53
27	26	207/2	207/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	496				
27	26	209/2	209/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	497		articStaccatoAbove		
27	26	101	101	0.0		0	0	Dynamic	4/4	2	1	0						fp			
27	26	101	101	4.0		0	0	Chord	4/4	2	1	1			1	1	498				
27	26	101	101	0.0		0	0	Dynamic	4/4	3	1	0						fp			
27	26	101	101	4.0		0	0	Chord	4/4	3	1	1			1	1	499				
27	26	101	101	0.0		0	0	Dynamic	4/4	4	1	0						fp			
27	26	101	101	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	500		articStaccatoAbove		
27	26	102	102	1.0		1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	501		articStaccatoAbove		
27	26	103	103	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	502		articStaccatoBelow		
27	26	104	104	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	503		articStaccatoBelow		
28	27	105	105	0.5		0	0	Chord	4/4	1	1	1/8			1/8	1	504				54
28	27	211/2	211/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	505				
28	27	105	105	1.5		0	0	Chord	4/4	2	1	3/8			1/4	3/2	506				
28	27	213/2	213/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	507		articStaccatoBelow		
28	27	107	107	0.5		1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	508				55
28	27	215/2	215/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	509				
28	27	217/2	217/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	510		articStaccatoBelow		
28	27	105	105	4.0		0	0	Chord	4/4	3	1	1			1	1	511				
28	27	105	105	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	512		articStaccatoBelow		
28	27	106	106	1.0		1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	513		articStaccatoAbove		
28	27	107	107	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	514		articStaccatoBelow		
28	27	108	108	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	515		articStaccatoBelow		
29	28	221/2	221/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	516		articStaccatoAbove		
29	28	111	111	0.5		1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	517				56
29	28	223/2	223/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	518				
29	28	225/2	225/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	519		articStaccatoAbove		
29	28	109	109	0.5		0	0	Chord	4/4	2	1	1/8			1/8	1	520				57
29	28	219/2	219/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	521				
29	28	109	109	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	522				
29	28	110	110	1.0		1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	523				58
29	28	111	111	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	524		articStaccatoBelow		
29	28	112	112	1.0		3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	525				
29	28	109	109	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	526				
29	28	110	110	1.0		1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	527				59
29	28	111	111	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	528		articStaccatoBelow		
29	28	112	112	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	529				
30	29	113	113	0.0		0	0	Chord	4/4	1	1	0	grace16		1/16	1	530				
30	29	113	113	0.0		0	0	Chord	4/4	1	1	0	grace16		1/16	1	531				
30	29	113	113	0.0		0	0	Chord	4/4	1	1	0	grace16		1/16	1	532				
30	29	113	113	2.0		0	0	Chord	4/4	1	1	1/2			1/2	1	533				60
30	29	115	115	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	534				
30	29	227/2	227/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	535				61
30	29	114	114	0.5		1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	536				61
30	29	229/2	229/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	537				61
30	29	115	115	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	538				
30	29	113	113	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	539				
30	29	114	114	1.0		1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	540				62
30	29	115	115	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	541				
30	29	113	113	3.0		0	0	Chord	4/4	4	1	3/4			1/2	3/2	542				
31	30	117	117	0.0		0	0	Dynamic	4/4	1	1	0						f			
