mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	Ottava:8va
98	95	283	285	0.0		0	0	Dynamic	3/4	4	1	0					pp				
98	95	283	285	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1031					
99	96	286	288	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1032					
99	96	286	288	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1033					
99	96	286	288	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1034					
99	96	286	288	0.0		0	0	StaffText	3/4	4	1	0							La seconda volta si prende il Tempo piu Allegro		
99	96	286	288	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1035					
100	97	289	291	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1036					
100	97	289	291	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1037					
100	97	289	291	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1038					
100	97	289	291	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1039					
101	98	292	294	0.0		0	0	StaffText	3/4	1	1	0							Men. D.C.		
